,Doba,Godzina,zap,rezerwa,nadwyżki OSP,moc JW i mag w RB,moc JW i mag w RB OSP,gen JW i mag w RB,gen JW i mag nie RB,gen wiatr,gen PV,wymiana,niedyspozycje,gen JW nieobjętych OM,OM JRM,Niedobór mocy,rezerwa %,nadwyżki OSP %
0,2023-01-01,1,11823,1294,2713,14578,7342,4628,8303,5441,0,-1109,0,11175,0,-1419,0.10944768671234036,0.22946798612873212
1,2023-01-01,2,11031,1280,1615,14578,7342,5727,6956,4059,0,-1652,0,9809,0,-335,0.11603662405946877,0.14640558426253286
2,2023-01-01,3,11018,1286,183,15266,8029,7846,4826,2091,0,-1654,0,8832,0,1103,0.1167180976583772,0.016609184970049012
3,2023-01-01,4,10678,1259,305,14940,7704,7399,5050,2296,0,-1771,0,8499,0,954,0.11790597490166697,0.028563401386027348
4,2023-01-01,5,10534,1230,1303,14627,7391,6088,6000,3246,0,-1555,0,9164,0,-73,0.11676476172394153,0.12369470286690716
5,2023-01-01,6,10574,1248,1765,14578,7342,5577,6767,4008,0,-1770,0,9491,0,-517,0.11802534518630603,0.1669188575751844
6,2023-01-01,7,10550,1229,1993,14753,7516,5523,6591,3865,0,-1564,0,9242,0,-764,0.11649289099526067,0.18890995260663507
7,2023-01-01,8,10472,1214,2065,14784,7548,5483,6536,3769,12,-1546,0,9145,0,-851,0.11592818945760122,0.19719251336898397
8,2023-01-01,9,10131,1223,2138,14842,7605,5467,6233,3137,764,-1569,0,8847,0,-915,0.12071858651663211,0.21103543579113612
9,2023-01-01,10,10630,1317,2381,14910,7674,5293,6908,3422,1716,-1571,0,9118,0,-1064,0.12389463781749765,0.2239887111947319
10,2023-01-01,11,11195,1417,2330,14968,8051,5722,7248,3478,2303,-1775,0,9434,0,-913,0.12657436355515855,0.20812862885216615
11,2023-01-01,12,11686,1474,2642,14977,8046,5404,8056,4130,2668,-1774,0,10135,0,-1168,0.1261338353585487,0.2260824918706144
12,2023-01-01,13,12401,1506,2802,14977,7684,4882,9097,5257,2431,-1578,0,10999,0,-1296,0.12144181920812838,0.22594952019998388
13,2023-01-01,14,13394,1573,2322,14972,7679,5358,9613,5995,1878,-1577,0,11407,0,-749,0.11744064506495445,0.17336120651037779
14,2023-01-01,15,13927,1502,2585,14972,7679,5095,9611,6466,950,-779,0,11502,0,-1083,0.10784806490988727,0.1856106842823293
15,2023-01-01,16,14114,1427,3417,15295,8003,4586,9612,6735,116,-84,0,11789,0,-1990,0.10110528553209579,0.242100042510982
16,2023-01-01,17,14651,1479,2912,15376,8084,5172,9563,6615,0,-84,0,12843,0,-1433,0.1009487407002935,0.19875776397515527
17,2023-01-01,18,15062,1468,2913,15711,8419,5506,9207,6139,0,349,0,12704,0,-1445,0.09746381622626477,0.19340061080865756
18,2023-01-01,19,15073,1506,2771,15934,8878,6107,8743,5632,0,222,0,12880,0,-1265,0.09991375306840045,0.1838386518941153
19,2023-01-01,20,15515,1530,1630,15781,8725,7095,8159,4925,0,262,0,12973,0,-100,0.0986142442797293,0.10505961972284886
20,2023-01-01,21,14952,1462,1551,15704,8649,7098,7407,4228,0,447,0,12243,0,-89,0.09777956126270733,0.10373194221508829
21,2023-01-01,22,14187,1387,2407,15666,9200,6793,6927,3784,0,467,0,11657,0,-1020,0.09776556001973638,0.16966236695566364
22,2023-01-01,23,13220,1307,3456,15603,9584,6127,6691,3554,0,402,0,10680,0,-2149,0.09886535552193645,0.26142208774583964
23,2023-01-01,24,12536,1245,3821,15492,9731,5911,6292,3138,0,333,0,9717,0,-2576,0.09931397574984047,0.3048021697511168
24,2023-01-02,1,12092,1239,5098,15590,11239,6141,6024,2785,0,-73,0,9097,0,-3859,0.1024644392987099,0.4216010585511082
25,2023-01-02,2,11826,1221,5329,15640,11510,6180,5721,2447,0,-76,0,8778,0,-4108,0.10324708269913749,0.4506172839506173
26,2023-01-02,3,11825,1222,4780,15273,11143,6363,5539,2267,0,-77,0,8609,0,-3558,0.10334038054968288,0.4042283298097252
27,2023-01-02,4,11871,1228,5323,15296,11824,6501,5445,2175,0,-75,0,8582,0,-4095,0.10344537107236122,0.4484036728161065
28,2023-01-02,5,12295,1279,5165,15369,11897,6731,5635,2352,0,-71,0,9250,0,-3886,0.10402602684017893,0.4200894672631151
29,2023-01-02,6,13491,1408,4370,15425,11786,7416,6151,2860,0,-76,0,10796,0,-2962,0.10436587354532652,0.3239196501371285
30,2023-01-02,7,15444,1569,4678,16479,12799,8122,6897,3611,0,426,0,13404,0,-3109,0.1015928515928516,0.3029008029008029
31,2023-01-02,8,17264,1661,4225,16465,12786,8561,7654,4284,10,1049,0,5702,23614,-2564,0.09621177015755329,0.2447289156626506
32,2023-01-02,9,17967,1837,3183,16296,12616,9433,8526,4922,489,8,0,6559,23614,-1346,0.1022430010574943,0.17715812322591418
33,2023-01-02,10,18447,1903,3106,16007,12328,9222,9014,5083,1146,212,0,7020,23614,-1203,0.10316040548598689,0.1683742613975172
34,2023-01-02,11,18283,1880,2929,15204,11525,8596,9293,5147,1551,394,0,7277,23614,-1049,0.10282776349614396,0.16020346770223706
35,2023-01-02,12,18263,1863,3010,15149,11470,8460,9345,5113,1769,458,0,7334,23614,-1147,0.10200952745989159,0.16481410502108088
36,2023-01-02,13,18207,1889,2765,15296,11617,8851,9239,5084,1611,117,0,7217,23614,-876,0.10375130444334596,0.1518646674356017
37,2023-01-02,14,18596,1860,2929,15448,11769,8840,9116,5090,1304,641,0,7089,23614,-1069,0.100021510002151,0.15750699075069907
38,2023-01-02,15,18407,1890,3056,16096,12417,9361,9139,5322,791,-94,0,7098,23614,-1166,0.10267832889661542,0.16602379529526812
39,2023-01-02,16,18880,1916,3089,16521,12842,9753,9229,5605,106,-102,0,7107,23614,-1173,0.10148305084745762,0.16361228813559323
40,2023-01-02,17,20276,2028,1793,16427,12748,10955,9424,5851,0,-103,0,7306,23614,235,0.10001972775695403,0.08842967054645887
41,2023-01-02,18,20208,2002,2159,16537,12858,10699,9604,6025,0,-95,0,7484,23614,-157,0.09906967537608868,0.10683887569279493
42,2023-01-02,19,19875,1973,2889,16745,13066,10177,9790,6247,0,-92,0,7700,23614,-916,0.09927044025157233,0.14535849056603772
43,2023-01-02,20,19677,1955,3258,16731,13051,9794,9994,6487,0,-111,0,7937,23614,-1303,0.09935457640900544,0.1655740204299436
44,2023-01-02,21,19118,1897,3900,16782,13200,9300,9905,6454,0,-87,0,7890,23614,-2003,0.0992258604456533,0.20399623391568156
45,2023-01-02,22,17972,1821,4241,16806,13029,8789,9680,6236,0,-497,0,7628,23614,-2420,0.10132428221678166,0.23597818829290007
46,2023-01-02,23,16686,1645,5316,16330,12347,7031,9417,5993,0,238,0,14223,0,-3671,0.09858564065683807,0.31859043509528945
47,2023-01-02,24,15635,1634,5687,16433,13045,7358,9072,5648,0,-796,0,13602,0,-4053,0.10450911416693316,0.3637352094659418
48,2023-01-03,1,14927,1684,3296,15187,11590,8295,8753,5438,0,-2121,0,13563,0,-1612,0.11281570308836336,0.22080793193541903
49,2023-01-03,2,15188,1681,3765,15186,11806,8041,8894,5610,0,-1747,0,13621,0,-2084,0.11067948380300237,0.24789307347906242
50,2023-01-03,3,15019,1682,3740,14962,11791,8051,8960,5711,0,-1992,0,13454,0,-2058,0.11199147746188162,0.2490179106465144
51,2023-01-03,4,14959,1641,4319,15065,11894,7575,8917,5674,0,-1532,0,13053,0,-2678,0.10969984624640684,0.2887225081890501
52,2023-01-03,5,15219,1698,4255,15223,12392,8138,8904,5662,0,-1823,0,13597,0,-2557,0.11157106248767987,0.2795847296142979
53,2023-01-03,6,15770,1704,4924,15901,12904,7980,8967,5711,0,-1177,0,13992,0,-3220,0.10805326569435637,0.31223842739378566
54,2023-01-03,7,17154,1771,4537,16043,12987,8450,8833,5550,0,-130,0,15374,0,-2766,0.10324122653608488,0.2644864171621779
55,2023-01-03,8,19020,1966,4385,16755,15031,10646,8866,5507,6,-492,0,6900,23614,-2419,0.10336487907465826,0.23054679284963198
56,2023-01-03,9,19337,1972,4401,16464,14739,10338,9089,5517,452,-90,0,7120,23614,-2429,0.10198065884056472,0.22759476650979987
57,2023-01-03,10,19247,1986,4415,16049,14550,10135,9268,5385,1121,-156,0,7264,23614,-2429,0.10318491193432743,0.2293863978801891
58,2023-01-03,11,19047,2019,4574,16040,14541,9968,9572,5468,1579,-493,0,7470,23614,-2555,0.1060009450307135,0.24014280464115084
59,2023-01-03,12,18992,2045,4488,15996,14497,10008,9713,5488,1834,-730,0,7604,23614,-2443,0.10767691659646167,0.2363100252737995
60,2023-01-03,13,19014,2045,4512,15923,14424,9912,9649,5340,2005,-547,0,7517,23614,-2467,0.1075523298622068,0.2372988324392553
61,2023-01-03,14,19215,2005,4235,15910,14411,10175,9136,4952,1715,-97,0,7001,23614,-2230,0.1043455633619568,0.2204007285974499
62,2023-01-03,15,19269,1990,3274,15904,14405,11132,8229,4327,1026,-92,0,6132,23614,-1284,0.1032746899164461,0.16991021848565052
63,2023-01-03,16,19854,2008,2417,16345,14846,12429,7448,3901,132,-23,0,5400,23614,-409,0.10113830966052181,0.12173869245492092
64,2023-01-03,17,20767,2082,2410,17476,15977,13567,7199,3573,0,2,0,5044,23614,-328,0.10025521259690856,0.11604950161313622
65,2023-01-03,18,20822,2085,2290,17641,16142,13852,7063,3397,0,-92,0,4872,23614,-205,0.10013447315339545,0.10997982902699069
66,2023-01-03,19,20386,2048,2750,17714,16215,13465,7011,3325,0,-90,0,4811,23614,-702,0.10046110075542039,0.1348964975963897
67,2023-01-03,20,20128,2003,3268,17734,16235,12967,7032,3338,0,130,0,4831,23614,-1265,0.0995131160572337,0.16236089030206677
68,2023-01-03,21,19632,1913,3836,17904,16048,12212,6785,3071,0,635,0,4574,23614,-1923,0.09744295028524858,0.19539527302363488
69,2023-01-03,22,18707,1797,4468,17389,15890,11422,6423,2854,0,862,0,4246,23614,-2671,0.09606029828406479,0.23884107553322287
70,2023-01-03,23,17172,1649,4738,16879,14812,10075,6169,2642,0,928,0,13863,0,-3089,0.09602841835546239,0.2759142790589331
71,2023-01-03,24,15804,1538,4738,16433,13813,9075,5982,2438,0,747,0,12788,0,-3200,0.09731713490255632,0.2997975196152873
72,2023-01-04,1,14902,1519,2525,14783,11753,9229,5663,2119,0,10,0,12605,0,-1006,0.10193262649308818,0.16944034357804322
73,2023-01-04,2,14286,1468,2996,14400,11601,8605,5762,2203,0,-81,0,12068,0,-1528,0.10275794484110318,0.2097158056838863
74,2023-01-04,3,14010,1447,3301,14419,11620,8319,5774,2214,0,-83,0,11893,0,-1854,0.10328336902212705,0.23561741613133477
75,2023-01-04,4,14039,1452,3516,14496,11697,8181,5938,2353,0,-80,0,11977,0,-2064,0.103426169955125,0.2504451884037325
76,2023-01-04,5,14388,1487,3591,14546,11747,8156,6308,2704,0,-77,0,12437,0,-2104,0.10335001390047262,0.24958298582151794
77,2023-01-04,6,15190,1546,3903,14664,11865,7962,6977,3325,0,251,0,13182,0,-2357,0.10177748518762343,0.25694535878867675
78,2023-01-04,7,17478,1779,3664,16494,13515,9851,7293,3637,0,334,0,15453,0,-1885,0.10178510127016821,0.20963496967616432
79,2023-01-04,8,19522,1987,2949,17739,14761,11812,7803,4157,10,-93,0,5696,23614,-962,0.10178260424136872,0.15106034217805553
80,2023-01-04,9,19913,2045,3461,17520,14542,11081,8923,4959,619,-92,0,6746,23614,-1416,0.10269673077888816,0.17380605634510118
81,2023-01-04,10,19915,2064,3483,16754,13555,10072,9940,5620,1427,-97,0,7694,23614,-1419,0.10364047200602561,0.17489329651016822
82,2023-01-04,11,19596,2056,4120,16660,13461,9341,10453,5989,1774,-198,0,8162,23614,-2064,0.10491937130026537,0.21024698918146562
83,2023-01-04,12,19904,2077,3138,16530,12594,9457,10653,6366,1696,-206,0,8468,23614,-1061,0.10435088424437299,0.15765675241157556
84,2023-01-04,13,20193,2073,2872,16869,12864,9993,10318,6270,1266,-117,0,8250,23614,-799,0.10265933739414648,0.14222750458079533
85,2023-01-04,14,20483,2053,2844,16781,12753,9909,10386,6488,820,189,0,8317,23614,-791,0.100229458575404,0.1388468486061612
86,2023-01-04,15,20439,2039,2881,15821,12704,9823,10529,6782,351,86,0,8427,23614,-842,0.09976026224374969,0.14095601546063896
87,2023-01-04,16,20738,2059,2687,15796,12679,9992,10655,7039,23,91,0,8545,23614,-628,0.09928633426559938,0.12956890731989584
88,2023-01-04,17,21607,2167,2511,16694,13576,11065,10845,7230,0,-304,0,8714,23614,-344,0.10029157217568381,0.11621233859397417
89,2023-01-04,18,21685,2152,2886,16887,13770,10884,11098,7422,0,-297,0,8928,23614,-734,0.09923910537237722,0.13308738759511182
90,2023-01-04,19,21027,2099,3226,16439,13322,10096,11226,7530,0,-295,0,9041,23614,-1127,0.09982403576354211,0.15342179103057973
91,2023-01-04,20,20834,2078,3350,16338,13221,9871,11250,7550,0,-287,0,9064,23614,-1272,0.09974080829413459,0.16079485456465392
92,2023-01-04,21,20140,2051,3424,16249,13132,9708,11196,7504,0,-764,0,8995,23614,-1373,0.10183714001986097,0.17000993048659385
93,2023-01-04,22,19081,1943,3027,16103,11883,8856,11043,7417,0,-818,0,8883,23614,-1084,0.10182904459933965,0.15863948430375766
94,2023-01-04,23,17671,1862,2252,15784,10399,8147,10920,7361,0,-1396,0,16313,0,-390,0.1053703808499802,0.12744043913757003
95,2023-01-04,24,16428,1669,3220,15530,9321,6102,10869,7346,0,-543,0,14229,0,-1551,0.10159483808132456,0.19600681762843924
96,2023-01-05,1,15711,1679,2267,14456,8584,6317,10824,7319,0,-1430,0,13819,0,-588,0.1068677996308319,0.14429380688689453
97,2023-01-05,2,15927,1662,2725,14347,8927,6202,10722,7246,0,-997,0,12884,0,-1063,0.10435110190242984,0.17109311232498273
98,2023-01-05,3,15898,1608,3902,13996,9442,5540,10740,7266,0,-381,0,12688,0,-2294,0.10114479808780978,0.24543967794691157
99,2023-01-05,4,15844,1671,3660,14225,9841,6180,10769,7295,0,-1105,0,13033,0,-1989,0.10546579146680131,0.23100227215349659
100,2023-01-05,5,16266,1665,4051,14246,10052,6001,10818,7347,0,-553,0,13217,0,-2386,0.10236075248985614,0.24904709209393827
101,2023-01-05,6,16311,1721,4460,14509,10893,6434,10789,7308,0,-912,0,14334,0,-2739,0.10551161792655263,0.273435105143768
102,2023-01-05,7,18181,1927,4405,15828,12519,8114,10972,7367,0,-905,0,17164,0,-2478,0.10598976953962928,0.24228590286562895
103,2023-01-05,8,19910,2042,3938,16791,13483,9545,11036,7437,0,-671,0,8748,23614,-1896,0.10256152687091914,0.19779005524861878
104,2023-01-05,9,20232,2063,3371,16392,13433,10063,10898,7452,138,-729,0,8890,23614,-1308,0.10196718070383551,0.16661724001581651
105,2023-01-05,10,20488,2081,3025,15736,12777,9752,11163,7418,407,-428,0,9057,23614,-944,0.10157165169855525,0.14764740335806326
106,2023-01-05,11,20463,2062,3404,15497,12538,9134,11458,7611,631,-129,0,9286,23614,-1342,0.10076723843033768,0.1663490201827689
107,2023-01-05,12,20693,2087,3240,15484,12525,9285,11508,7577,789,-100,0,9330,23614,-1153,0.1008553617165225,0.15657468709225342
108,2023-01-05,13,20704,2084,3128,15472,12513,9385,11416,7509,735,-97,0,9234,23614,-1044,0.10065687789799073,0.15108191653786707
109,2023-01-05,14,20745,2080,2830,15449,12490,9660,11187,7344,585,-102,0,9007,23614,-750,0.1002651241262955,0.1364184140756809
110,2023-01-05,15,20501,2054,2482,15451,12268,9786,10944,7058,403,-229,0,8670,23614,-428,0.10019023462270134,0.12106726501146285
111,2023-01-05,16,20649,2061,2312,15808,12625,10312,10478,6622,52,-141,0,8165,23614,-251,0.09981112886822606,0.11196668119521526
112,2023-01-05,17,21227,2125,2176,16869,13686,11510,10025,6153,0,-308,0,7764,23614,-51,0.1001083525698403,0.10251095303151646
113,2023-01-05,18,20923,2069,2450,16777,13594,11143,9882,5968,0,-102,0,7598,23614,-381,0.09888639296468002,0.117096018735363
114,2023-01-05,19,20732,2060,2459,16923,13740,11281,9550,5694,0,-99,0,7308,23614,-399,0.09936330310630909,0.11860891375651167
115,2023-01-05,20,20381,2027,2504,17027,13843,11339,9140,5254,0,-99,0,6882,23614,-477,0.09945537510426378,0.1228595260291448
116,2023-01-05,21,19820,1974,2788,17189,14006,11218,8696,4854,0,-94,0,6479,23614,-814,0.09959636730575176,0.14066599394550958
117,2023-01-05,22,18532,1843,3925,17261,14078,10153,8468,4648,0,-89,0,6209,23614,-2082,0.09944960069069718,0.21179581264839198
118,2023-01-05,23,17231,1757,4229,17106,13922,9693,7888,4110,0,-350,0,14990,0,-2472,0.10196738436538796,0.24542974870872264
119,2023-01-05,24,15955,1658,3896,16681,13283,9387,7100,3337,0,-531,0,13818,0,-2238,0.10391726731432153,0.24418677530554686
120,2023-01-06,1,14966,1613,2305,13845,11968,9662,6358,2641,0,-1054,0,13438,0,-692,0.10777762929306428,0.15401576907657358
121,2023-01-06,2,14415,1532,2253,13635,11757,9504,5612,1881,0,-701,0,12566,0,-721,0.10627818244883802,0.1562955254942768
122,2023-01-06,3,13904,1437,2868,13269,11750,8882,5195,1464,0,-173,0,11658,0,-1431,0.10335155350978135,0.20627157652474107
123,2023-01-06,4,13817,1348,3687,13337,11817,8130,4891,1160,0,796,0,10649,0,-2339,0.0975609756097561,0.26684519070709994
124,2023-01-06,5,13782,1328,3762,13337,11818,8055,4701,966,0,1026,0,10427,0,-2434,0.0963575678421129,0.27296473661297344
125,2023-01-06,6,13764,1387,2931,13340,11821,8890,4542,801,0,332,0,10954,0,-1544,0.10077012496367335,0.21294681778552746
126,2023-01-06,7,13734,1404,3207,13631,12251,9043,4487,741,0,203,0,11400,0,-1803,0.10222804718217562,0.23350808213193533
127,2023-01-06,8,13750,1429,2853,13491,12110,9257,4591,856,0,-98,0,11526,0,-1424,0.10392727272727273,0.2074909090909091
128,2023-01-06,9,14288,1495,2845,13562,12181,9336,4923,1070,290,29,0,12085,0,-1350,0.10463325867861142,0.1991181410974244
129,2023-01-06,10,15130,1616,2750,14007,12627,9876,5357,1318,646,-103,0,12991,0,-1134,0.10680766688697951,0.1817580964970258
130,2023-01-06,11,16141,1698,2486,14454,13074,10588,5657,1543,823,-105,0,13869,0,-788,0.10519794312620036,0.15401771885261137
131,2023-01-06,12,16387,1689,2582,14182,12801,10219,5917,1761,964,250,0,13724,0,-893,0.10306950631598218,0.15756392262159027
132,2023-01-06,13,16724,1701,2720,14242,12861,10141,6187,2053,845,396,0,13924,0,-1019,0.10171011719684286,0.1626405166228175
133,2023-01-06,14,17067,1728,2632,14432,13052,10420,6402,2382,587,245,0,14275,0,-904,0.10124802249956055,0.1542157379738677
134,2023-01-06,15,17112,1719,2605,14224,12843,10238,6685,2812,280,189,0,14358,0,-886,0.10045582047685835,0.15223235156615242
135,2023-01-06,16,17174,1744,2578,14314,12934,10356,6930,3094,31,-111,0,14713,0,-834,0.10154885291720042,0.1501106323512286
136,2023-01-06,17,17959,1814,2724,14873,13492,10768,7302,3479,0,-111,0,15476,0,-910,0.10100785121666017,0.1516788239879726
137,2023-01-06,18,17872,1788,3029,14553,13172,10144,7781,3958,0,-52,0,15447,0,-1241,0.10004476275738586,0.16948299015219337
138,2023-01-06,19,17577,1764,3296,14143,12762,9467,8211,4386,0,-101,0,15123,0,-1532,0.1003584229390681,0.18751777891562837
139,2023-01-06,20,17621,1765,3400,14242,12862,9462,8259,4449,0,-100,0,15136,0,-1635,0.10016457635775496,0.19295159185063276
140,2023-01-06,21,17323,1709,3369,14285,12904,9536,7633,3935,0,154,0,14514,0,-1660,0.09865496738440224,0.19448132540553023
141,2023-01-06,22,16462,1647,3771,14503,13122,9352,7200,3516,0,-90,0,13925,0,-2124,0.1000485967683149,0.22907301664439314
142,2023-01-06,23,15561,1561,4457,14470,13089,8632,7023,3384,0,-94,0,13170,0,-2896,0.100314889788574,0.2864211811580233
143,2023-01-06,24,14571,1516,4410,14104,12724,8314,6852,3218,0,-595,0,12630,0,-2894,0.10404227575320843,0.30265596046942556
144,2023-01-07,1,13876,1445,3014,12065,10879,7865,6577,2965,0,-567,0,11636,0,-1569,0.10413663880080715,0.21720957048140674
145,2023-01-07,2,13351,1345,3993,12356,10976,6982,6302,2689,0,66,0,10538,0,-2648,0.10074151748932664,0.299078720695079
146,2023-01-07,3,13077,1321,4463,12541,11480,7018,5926,2321,0,133,0,10196,0,-3142,0.10101705284086564,0.3412862277280722
147,2023-01-07,4,13017,1318,3973,12935,11152,7179,5677,2049,0,161,0,10132,0,-2655,0.10125220865022663,0.30521625566566796
148,2023-01-07,5,13022,1314,3818,13193,11075,7257,5532,1894,0,233,0,10160,0,-2504,0.10090615880817079,0.29319612962678543
149,2023-01-07,6,13307,1317,3646,13219,11101,7456,5290,1627,0,561,0,10205,0,-2329,0.09897046667167655,0.2739911324866612
150,2023-01-07,7,14376,1450,3513,14503,12385,8872,5155,1475,0,349,0,11606,0,-2063,0.10086254869226488,0.24436560934891485
151,2023-01-07,8,15199,1472,3710,14466,12979,9269,5047,1353,1,882,0,11994,0,-2238,0.09684847687347851,0.24409500625041122
152,2023-01-07,9,15797,1591,2694,14578,12874,10181,5187,1250,346,430,0,12964,0,-1103,0.10071532569475217,0.1705387098816231
153,2023-01-07,10,16519,1611,2972,14489,12785,9812,5375,1055,976,1332,0,12864,0,-1361,0.09752406319995158,0.17991403838004721
154,2023-01-07,11,17174,1667,2554,14622,12918,10364,5252,854,1338,1558,0,13202,0,-887,0.09706533131477815,0.14871317107255153
155,2023-01-07,12,17050,1612,3100,14467,12763,9663,5294,751,1664,2093,0,12517,0,-1488,0.09454545454545454,0.18181818181818182
156,2023-01-07,13,16925,1590,3217,14397,12693,9476,5219,670,1656,2230,0,12200,0,-1627,0.09394387001477104,0.1900738552437223
157,2023-01-07,14,17359,1580,2865,14356,12652,9787,4937,523,1472,2635,0,12005,0,-1285,0.09101906791865891,0.16504406935883403
158,2023-01-07,15,17116,1550,2792,14388,12684,9891,4745,570,920,2480,0,12107,0,-1242,0.09055854171535406,0.16312222481888292
159,2023-01-07,16,17465,1595,2240,14715,13011,10771,4695,789,90,1998,0,13028,0,-645,0.09132550815917549,0.1282565130260521
160,2023-01-07,17,18648,1775,1949,16036,14332,12383,5067,1124,0,1198,0,14943,0,-174,0.09518447018447018,0.10451522951522951
161,2023-01-07,18,18453,1775,2009,15837,14133,12123,5544,1591,0,785,0,14942,0,-234,0.09619032135696093,0.10887118625697718
162,2023-01-07,19,18205,1793,2188,16002,14089,11902,5949,2015,0,355,0,15236,0,-395,0.09848942598187312,0.12018676187860478
163,2023-01-07,20,18003,1739,2683,15847,13724,11041,6276,2353,0,686,0,14710,0,-944,0.09659501194245404,0.1490307171027051
164,2023-01-07,21,17537,1743,2757,15901,13778,11021,6440,2559,0,77,0,14654,0,-1014,0.0993898614358214,0.15721046929349375
165,2023-01-07,22,16865,1668,3151,15682,13237,10086,6630,2760,0,149,0,13936,0,-1483,0.098903053661429,0.18683664393714794
166,2023-01-07,23,15861,1590,3510,15517,12635,9125,6788,2968,0,-52,0,13097,0,-1920,0.1002458861358048,0.2212975222243238
167,2023-01-07,24,14788,1481,3766,15211,11568,7803,7012,3196,0,-27,0,12024,0,-2285,0.10014876927238302,0.2546659453611036
168,2023-01-08,1,13994,1405,2726,12657,9600,6874,7145,3438,0,-25,0,11344,0,-1321,0.10040017150207231,0.19479777047305988
169,2023-01-08,2,13674,1372,3239,12713,9606,6367,7338,3638,0,-31,0,10863,0,-1867,0.10033640485593097,0.23687289746965043
170,2023-01-08,3,13810,1387,3206,12728,9604,6398,7457,3796,0,-45,0,10437,0,-1819,0.10043446777697321,0.23215061549601737
171,2023-01-08,4,13799,1384,3358,12731,9607,6249,7576,3908,0,-26,0,10347,0,-1974,0.10029712297992609,0.24335096746141024
172,2023-01-08,5,13824,1391,3380,12731,9607,6227,7640,3963,0,-42,0,10375,0,-1989,0.10062210648148148,0.24450231481481483
173,2023-01-08,6,14013,1410,3438,12824,9700,6262,7777,4078,0,-26,0,10646,0,-2028,0.10062085206593877,0.24534360950545922
174,2023-01-08,7,14064,1425,3746,13513,10028,6282,7880,4173,0,-98,0,11177,0,-2321,0.10132252559726962,0.266353811149033
175,2023-01-08,8,14116,1425,4728,13727,10945,6217,7976,4246,7,-77,0,11544,0,-3303,0.1009492774156985,0.33493907622555963
176,2023-01-08,9,14076,1449,4937,13809,10978,6041,8182,4267,394,-147,0,11859,0,-3488,0.10294117647058823,0.35073884626314294
177,2023-01-08,10,14285,1501,4856,13887,11020,6165,8236,4110,952,-116,0,12220,0,-3355,0.10507525376268813,0.33993699684984247
178,2023-01-08,11,15101,1660,3226,14418,10800,7574,8273,3909,1428,-746,0,13329,0,-1566,0.10992649493411033,0.21362823654062646
179,2023-01-08,12,15417,1719,2943,14511,11250,8307,8110,3637,1701,-1001,0,13835,0,-1224,0.11150029188558085,0.19089316987740806
180,2023-01-08,13,15816,1720,2711,14475,11214,8503,7925,3451,1581,-612,0,13887,0,-991,0.10875063227111785,0.1714087000505817
181,2023-01-08,14,16126,1674,2638,14428,11167,8529,7648,3393,1253,-51,0,13553,0,-964,0.10380751581297284,0.16358675430981023
182,2023-01-08,15,16141,1650,2579,14466,11206,8626,7541,3550,762,-27,0,13643,0,-929,0.10222414968093675,0.1597794436528096
183,2023-01-08,16,16361,1643,2462,14510,11249,8787,7557,3828,123,17,0,13932,0,-819,0.10042173461279873,0.15047979952325652
184,2023-01-08,17,17305,1731,2831,15237,11976,9144,8187,4321,0,-26,0,14931,0,-1100,0.1000288933834152,0.16359433689685063
185,2023-01-08,18,17301,1723,2943,15108,11848,8905,8424,4481,0,-28,0,14739,0,-1220,0.09958961909716202,0.17010577423270332
186,2023-01-08,19,17338,1732,2707,15427,11863,9157,8208,4317,0,-26,0,14771,0,-975,0.09989618179720844,0.15613104164263467
187,2023-01-08,20,17419,1737,2750,16026,12136,9386,8059,4182,0,-26,0,14912,0,-1013,0.09971869797347724,0.15787358631379528
188,2023-01-08,21,17079,1699,3598,15872,12941,9343,7764,3903,0,-29,0,14437,0,-1899,0.09947889220680367,0.21066807190116518
189,2023-01-08,22,16610,1649,3301,15403,12472,9171,7351,3493,0,88,0,13755,0,-1652,0.09927754364840458,0.198735701384708
190,2023-01-08,23,15816,1552,4089,15653,12722,8633,6901,3097,0,282,0,12776,0,-2537,0.09812847749114821,0.25853566009104706
191,2023-01-08,24,14762,1452,5172,15471,12967,7794,6698,2954,0,269,0,11661,0,-3720,0.09836065573770492,0.3503590299417423
192,2023-01-09,1,14479,1460,4042,13627,11983,7941,6706,3004,0,-168,0,11123,0,-2582,0.10083569307272602,0.27916292561641
193,2023-01-09,2,14196,1426,5288,13666,12799,7512,6711,3021,0,-27,0,10550,0,-3862,0.10045083122006199,0.37249929557621864
194,2023-01-09,3,14147,1425,5704,13736,13444,7740,6433,2777,0,-26,0,10462,0,-4279,0.10072806955538277,0.40319502367993215
195,2023-01-09,4,14221,1438,5789,13939,13647,7858,6389,2735,0,-26,0,10641,0,-4351,0.10111806483369665,0.4070740454257788
196,2023-01-09,5,14604,1482,5438,14112,13820,8382,6350,2704,0,-128,0,11080,0,-3956,0.10147904683648315,0.3723637359627499
197,2023-01-09,6,15440,1588,4997,14380,14088,9091,6358,2640,0,-9,0,12298,0,-3409,0.10284974093264249,0.323639896373057
198,2023-01-09,7,17795,1732,4738,15658,15366,10629,6154,2426,0,1012,0,14788,0,-3006,0.09733071087384097,0.26625456588929475
199,2023-01-09,8,19861,1889,2858,15787,15299,12425,6274,2510,5,1162,17,3810,23614,-969,0.09511102160012085,0.14390010573485726
200,2023-01-09,9,20774,2018,2070,16016,15507,13421,6563,2592,140,790,16,4034,23614,-52,0.09714065658996823,0.09964378550110715
