,Doba,Godzina,zap,rezerwa,nadwyżki OSP,moc JW i mag w RB,moc JW i mag w RB OSP,gen JW i mag w RB,gen JW i mag nie RB,gen wiatr,gen PV,wymiana,niedyspozycje,gen JW nieobjętych OM,OM JRM,Niedobór mocy,rezerwa %,nadwyżki OSP %
904,2023-02-07,17,22613,2109,2442,19943,18476,16034,4844,368,38,1735,0,2293,23614,-333,0.09326493609870429,0.10799097864060496
905,2023-02-07,18,23372,2334,1398,21394,19927,18530,4882,381,0,-39,0,2341,23614,936,0.09986308403217525,0.05981516344343659
906,2023-02-07,19,23321,2326,1456,21415,19948,18492,4866,374,0,-38,0,2331,23614,870,0.0997384331718194,0.06243300030015866
907,2023-02-07,20,23139,2304,1489,21313,19846,18357,4819,300,0,-37,0,2269,23614,815,0.09957215091404123,0.06435023121137473
908,2023-02-07,21,22551,2180,2596,21245,19778,17182,4739,281,0,630,0,2223,23614,-416,0.09666977074187398,0.11511684625958937
909,2023-02-07,22,21180,2099,3272,21241,19774,16502,4711,306,0,-33,0,2211,23614,-1173,0.09910292728989613,0.15448536355051937
910,2023-02-07,23,19872,1941,3441,19532,18065,14624,4752,373,0,496,0,16289,0,-1500,0.09767512077294686,0.17315821256038647
911,2023-02-07,24,18418,1758,5325,19711,18027,12702,4857,496,0,859,0,14322,0,-3567,0.09545010315995223,0.2891193397763058
912,2023-02-08,1,17697,1725,3760,17515,15831,12070,4993,563,0,633,0,13517,0,-2035,0.09747414816070521,0.2124653896140589
913,2023-02-08,2,17215,1680,4298,17512,15828,11529,5027,607,0,659,0,12947,0,-2618,0.09758931164681964,0.24966598896311357
914,2023-02-08,3,16974,1691,4319,17512,15828,11508,5115,696,0,351,0,13090,0,-2628,0.09962295275126665,0.2544479792624013
915,2023-02-08,4,16975,1699,4557,17533,15849,11292,5404,983,0,279,0,13193,0,-2858,0.10008836524300442,0.2684536082474227
916,2023-02-08,5,17258,1686,4871,17591,15907,11036,5443,1035,0,778,0,13123,0,-3185,0.09769382315447908,0.2822459149379998
917,2023-02-08,6,18193,1756,4259,17709,15827,11567,5566,1140,0,1060,0,14000,0,-2503,0.096520639806519,0.23410102786786127
918,2023-02-08,7,20027,2043,3268,19582,17541,14273,5797,1346,0,-43,0,17446,0,-1225,0.10201228341738652,0.16317970739501672
919,2023-02-08,8,21861,2206,2724,20541,18500,15777,6130,1539,74,-46,0,3550,23614,-518,0.10091029687571475,0.12460546178125428
920,2023-02-08,9,22567,2293,2597,20898,18857,16260,6356,1519,687,-48,0,3752,23614,-304,0.1016085434483981,0.11507954092258607
921,2023-02-08,10,22525,2241,2783,20148,18107,15324,6487,1388,1432,714,0,3930,23614,-542,0.09948945615982242,0.12355160932297447
922,2023-02-08,11,21395,2097,4476,19235,17194,12718,6839,1141,2817,1838,0,4231,23614,-2379,0.09801355456882449,0.2092077588221547
923,2023-02-08,12,20557,2074,5471,19247,17206,11735,7185,1191,3663,1637,0,4615,23614,-3397,0.10089020771513353,0.2661380551636912
924,2023-02-08,13,20415,2063,5802,19246,17205,11403,7291,1218,3847,1722,0,4726,23614,-3739,0.10105314719568945,0.2842027920646583
925,2023-02-08,14,20548,2042,5554,19273,17232,11678,7060,1162,3486,1811,0,4510,23614,-3512,0.09937706832781779,0.27029394588281097
926,2023-02-08,15,20475,2026,5280,19532,17491,12211,6636,1018,2748,1628,0,4056,23614,-3254,0.09894993894993895,0.2578754578754579
927,2023-02-08,16,20864,2022,4274,19780,17739,13466,5978,857,1548,1420,0,3379,23614,-2252,0.09691334355828221,0.2048504601226994
928,2023-02-08,17,21912,2073,3276,20172,18131,14855,5584,956,296,1472,0,2957,23614,-1203,0.09460569550930997,0.14950711938663747
929,2023-02-08,18,23041,2153,3175,20892,18851,15598,5900,1340,0,1543,77,3053,23614,-1022,0.0934421249077731,0.1377978386354759
930,2023-02-08,19,22919,2262,2819,21215,19174,16164,6634,2071,0,122,191,3785,23614,-557,0.09869540555870675,0.1229983856189188
931,2023-02-08,20,23016,2185,4340,21077,19036,14696,7331,2827,0,989,0,4524,23614,-2155,0.09493395898505387,0.18856447688564476
932,2023-02-08,21,22511,2143,4395,20609,18154,13759,7974,3529,0,779,0,5156,23614,-2252,0.09519790324730132,0.19523788370130157
933,2023-02-08,22,21127,2014,4488,20382,16671,12183,8369,3935,0,575,0,5498,23614,-2474,0.0953282529464666,0.21242959246461873
934,2023-02-08,23,19669,1903,5345,19892,16181,10836,8467,4074,0,366,0,16280,0,-3442,0.09675123290457065,0.2717474197976511
935,2023-02-08,24,18159,1796,5934,19398,15687,9753,8401,4007,0,6,0,15099,0,-4138,0.09890412467646897,0.32678010903684124
936,2023-02-09,1,17638,1744,3890,16936,13287,9397,8285,3901,0,-44,0,14373,0,-2146,0.09887742374418869,0.22054654722757683
937,2023-02-09,2,17146,1716,4267,16931,13282,9015,8147,3841,0,-16,0,14009,0,-2551,0.10008165169718884,0.24886270850344103
938,2023-02-09,3,16941,1741,4178,16568,13277,9099,8274,3898,0,-432,0,14184,0,-2437,0.1027684316156071,0.24662062452039432
939,2023-02-09,4,17032,1714,4564,16568,13277,8713,8326,4030,0,-7,0,13872,0,-2850,0.1006341005166745,0.2679661813057774
940,2023-02-09,5,17352,1753,4638,16568,13277,8639,8797,4421,0,-85,0,14493,0,-2885,0.1010258183494698,0.2672890733056708
941,2023-02-09,6,18308,1859,3839,16590,13299,9460,9001,4619,0,-152,0,15578,0,-1980,0.1015403102468866,0.20968975311339305
942,2023-02-09,7,20581,2067,3592,18366,15075,11483,9051,4626,0,47,0,17936,0,-1525,0.10043243768524367,0.17452990622418735
943,2023-02-09,8,22043,2217,3027,19189,15898,12870,9217,4547,374,-44,0,6298,23614,-810,0.10057614662251055,0.13732250601097853
944,2023-02-09,9,22238,2225,3211,18458,15167,11956,9613,4379,1672,670,0,6694,23614,-986,0.10005396168720208,0.14439248133824983
945,2023-02-09,10,21503,2240,3613,18551,15039,11426,9694,3898,3122,382,0,6835,23614,-1373,0.10417151095196019,0.16802306654885366
946,2023-02-09,11,20504,2204,4419,18392,14880,10460,9731,3476,4255,312,0,6892,23614,-2215,0.1074912212251268,0.2155189231369489
947,2023-02-09,12,19407,2113,5492,18278,14766,9274,9618,3072,5080,515,0,6820,23614,-3379,0.1088782398103777,0.2829906734683362
948,2023-02-09,13,18926,2103,5607,18314,14802,9195,9340,2717,5275,390,0,6542,23614,-3504,0.11111698192962063,0.29625911444573605
949,2023-02-09,14,19444,2128,4839,18311,14799,9960,9124,2733,4846,360,0,6346,23614,-2711,0.10944250154289241,0.2488685455667558
950,2023-02-09,15,19791,2121,4357,18312,15021,10665,8951,3128,3561,176,0,6173,23614,-2236,0.10716992572381386,0.22015057349300188
951,2023-02-09,16,20602,2128,3249,18359,15068,11819,8766,3595,1904,17,0,5933,23614,-1121,0.10329094262692942,0.15770313561790117
952,2023-02-09,17,21729,2135,2807,18635,15344,12537,8797,4189,376,395,0,5888,23614,-672,0.09825578719683373,0.1291821989046896
953,2023-02-09,18,22895,2247,2807,19540,16249,13443,9311,4883,0,142,0,6408,23614,-560,0.09814369949770692,0.12260318846909805
954,2023-02-09,19,22870,2264,3005,19429,16138,13134,9920,5499,0,-184,0,7035,23614,-741,0.0989943156974202,0.13139484040227373
955,2023-02-09,20,22782,2258,3293,19540,16249,12956,10090,5704,0,-264,0,7241,23614,-1035,0.09911333508910543,0.14454393819682204
956,2023-02-09,21,22347,2192,3630,19427,16136,12507,9935,5582,0,-94,0,7113,23614,-1438,0.09808922897928134,0.1624379111290106
957,2023-02-09,22,20904,2053,4450,18960,15669,11219,9954,5611,0,-268,0,7143,23614,-2397,0.0982108687332568,0.2128779181017987
958,2023-02-09,23,19220,1948,5279,18553,15262,9983,9861,5549,0,-624,0,16739,0,-3331,0.10135275754422476,0.2746618106139438
959,2023-02-09,24,17891,1811,6028,17817,14526,8499,9831,5514,0,-439,0,15573,0,-4217,0.1012240791459393,0.3369291822704153
960,2023-02-10,1,17470,1845,4229,16596,13522,9293,9498,5160,0,-1321,0,14982,0,-2384,0.10560961648540355,0.2420721236405266
961,2023-02-10,2,17171,1832,4291,16432,13358,9067,9530,5201,0,-1425,0,14816,0,-2459,0.10669151476326365,0.24989808397880148
962,2023-02-10,3,17364,1841,4350,16432,13358,9008,9623,5292,0,-1267,0,14446,0,-2509,0.10602395761345312,0.2505183137525916
963,2023-02-10,4,17470,1875,4018,16476,13402,9384,9563,5239,0,-1477,0,14522,0,-2143,0.10732684602175158,0.2299942759015455
964,2023-02-10,5,18019,1905,3839,16548,13474,9635,9601,5264,0,-1217,0,15045,0,-1934,0.10572173816526999,0.21305288861757035
965,2023-02-10,6,18561,1967,3467,16741,13356,9889,9942,5590,0,-1271,0,15938,0,-1500,0.10597489359409515,0.1867895048758149
966,2023-02-10,7,20048,2056,4365,18488,15056,10691,9906,5534,0,-548,0,17714,0,-2309,0.10255387071029529,0.21772745411013567
967,2023-02-10,8,21397,2156,3258,18431,14999,11741,9843,5363,213,-188,0,7016,23614,-1102,0.10076178903584615,0.15226433612188625
968,2023-02-10,9,22234,2239,2751,18419,14987,12237,10043,5289,797,-45,0,7189,23614,-512,0.10070162813708734,0.12372942340559503
969,2023-02-10,10,21965,2227,3055,18351,14919,11864,10147,5158,1439,-45,0,7326,23614,-828,0.10138857272934214,0.13908490780787616
970,2023-02-10,11,21253,2192,3607,18419,14987,11380,10050,4989,1820,-177,0,7301,23614,-1415,0.1031383804639345,0.16971721639297982
971,2023-02-10,12,20909,2163,4122,18590,15158,11036,9930,4766,2144,-56,0,7207,23614,-1959,0.10344827586206896,0.19713998756516332
972,2023-02-10,13,20859,2134,4150,18757,15101,10951,9630,4510,2029,278,0,6903,23614,-2016,0.10230595905844,0.1989548875785033
973,2023-02-10,14,21237,2094,3972,18873,15217,11245,9176,4186,1741,816,0,6451,23614,-1878,0.09860149738663652,0.18703206667608419
974,2023-02-10,15,21198,2117,3046,18873,15217,12171,8637,3879,1182,391,0,5898,23614,-929,0.09986791206717614,0.1436928012076611
975,2023-02-10,16,21523,2124,2307,18995,15339,13032,8151,3581,629,341,0,5381,23614,-183,0.09868512753798263,0.10718765971286531
976,2023-02-10,17,22098,2110,2457,19248,15592,13135,8128,3707,68,836,0,5286,23614,-347,0.09548375418589918,0.11118653271789303
977,2023-02-10,18,22857,2229,2340,20044,16388,14048,8522,4040,0,287,0,5616,23614,-111,0.09751935949599685,0.10237563984774904
978,2023-02-10,19,22803,2201,2492,19699,16043,13551,8777,4310,0,475,0,5878,23614,-291,0.09652238740516599,0.10928386615796166
979,2023-02-10,20,22763,2240,2290,19569,15913,13623,9181,4716,0,-42,0,6275,23614,-50,0.09840530685761982,0.10060185388569169
980,2023-02-10,21,21980,2143,3439,19567,15911,12471,9457,5083,0,51,0,6624,23614,-1296,0.09749772520473157,0.1564604185623294
981,2023-02-10,22,20429,2038,3878,19483,15036,11157,9865,5549,0,-594,0,7084,23614,-1840,0.0997601448920652,0.18982818542268343
982,2023-02-10,23,18926,1862,4336,18869,13088,8752,10324,6047,0,-151,0,16113,0,-2474,0.09838317658247912,0.22910282151537567
983,2023-02-10,24,17537,1771,4272,18458,11725,7453,10637,6368,0,-553,0,15048,0,-2501,0.10098648571591493,0.24359924730569651
984,2023-02-11,1,16586,1748,3927,17171,11187,7259,10545,6529,0,-1219,0,14701,0,-2179,0.10539008802604606,0.23676594718437236
985,2023-02-11,2,16892,1767,3783,16965,11117,7334,10624,6620,0,-1067,0,14448,0,-2016,0.10460573052332466,0.22395216670613308
986,2023-02-11,3,16783,1783,3772,17074,11018,7246,10855,6854,0,-1318,0,14534,0,-1989,0.10623845558005124,0.22475123637013644
987,2023-02-11,4,16909,1817,3586,17074,11017,7431,11040,7038,0,-1562,0,14868,0,-1769,0.10745756697616654,0.2120764090129517
988,2023-02-11,5,16919,1791,4023,17073,11016,6993,11238,7232,0,-1312,0,14626,0,-2232,0.10585732017258703,0.23778001063892665
989,2023-02-11,6,17257,1835,4417,17074,11839,7422,11280,7282,0,-1445,0,14716,0,-2582,0.10633366170249754,0.2559541055803442
990,2023-02-11,7,17719,1883,5010,17458,12720,7710,11413,7413,0,-1403,0,15483,0,-3127,0.10627010553642982,0.28274733337095775
991,2023-02-11,8,17646,1842,6027,17376,12996,6969,11657,7553,97,-980,0,15824,0,-4185,0.10438626317579054,0.3415504930295818
992,2023-02-11,9,18337,1941,5578,17380,13000,7422,11925,7660,522,-1010,0,16807,0,-3637,0.10585155696133501,0.30419370671320284
993,2023-02-11,10,19372,2051,4786,17424,13044,8258,12198,7708,852,-1084,0,17733,0,-2735,0.10587445798059054,0.24705760892009085
994,2023-02-11,11,19570,2038,4631,17234,12854,8223,12131,7547,1123,-784,0,17403,0,-2593,0.10413898824731732,0.2366377107818089
995,2023-02-11,12,19709,2057,4599,17233,12853,8254,12232,7656,1177,-777,0,17542,0,-2542,0.10436856258562079,0.23334517225632959
996,2023-02-11,13,20047,2103,4093,17309,12929,8836,12169,7645,1082,-958,0,18003,0,-1990,0.1049034768294508,0.20417020002992967
997,2023-02-11,14,19962,2034,4514,17375,12995,8482,11963,7538,798,-483,0,17656,0,-2480,0.1018935978358882,0.22612964632802324
998,2023-02-11,15,19772,2042,3977,17442,13062,9085,11608,7315,497,-922,0,17933,0,-1935,0.1032773619259559,0.20114303054825006
999,2023-02-11,16,19530,1990,3823,17452,13072,9249,11031,6827,223,-751,0,17445,0,-1833,0.10189452124935997,0.19575012800819253
1000,2023-02-11,17,19637,1995,3024,17484,13104,10080,10279,6107,22,-722,0,17384,0,-1029,0.10159392982634823,0.15399500942099098
1001,2023-02-11,18,19921,2072,2022,17916,13413,11391,9725,5439,0,-1196,0,18150,0,50,0.10401084282917525,0.10150092866823955
1002,2023-02-11,19,19772,2099,1931,18735,14191,12260,9133,4848,0,-1622,0,18420,0,168,0.10616022658304673,0.09766336233056848
1003,2023-02-11,20,19441,2083,2034,18980,14600,12566,8653,4344,0,-1778,0,18258,0,49,0.1071446942029731,0.10462424772388251
1004,2023-02-11,21,18816,2003,2174,18995,14615,12441,7956,3700,0,-1581,0,17346,0,-171,0.10645195578231292,0.11553996598639456
1005,2023-02-11,22,17823,1837,2696,18603,14027,11331,7495,3314,0,-1003,0,15784,0,-859,0.10306906805812714,0.15126521909891713
1006,2023-02-11,23,16538,1814,3102,18950,14353,11252,7013,2848,0,-1727,0,15416,0,-1288,0.10968678195670577,0.18756802515419035
1007,2023-02-11,24,15414,1696,3474,18567,13970,10495,6558,2406,0,-1639,0,14106,0,-1778,0.11002984299987024,0.22537952510704554
1008,2023-02-12,1,15164,1649,2728,17031,13267,10539,6012,1972,0,-1387,0,13401,0,-1079,0.10874439461883408,0.1798997625956212
1009,2023-02-12,2,14666,1627,2906,17286,13522,10616,5652,1635,0,-1601,0,13126,0,-1279,0.11093686076639847,0.198145370244102
1010,2023-02-12,3,14113,1594,3669,17531,14114,10445,5354,1302,0,-1686,0,12726,0,-2075,0.11294551123078013,0.2599730744703465
1011,2023-02-12,4,14082,1555,3885,17500,14083,10198,5089,1039,0,-1205,0,12280,0,-2330,0.11042465558869478,0.2758841073711121
1012,2023-02-12,5,13623,1489,3951,17096,13679,9728,4814,743,0,-919,0,11814,0,-2462,0.10930044777215005,0.29002422373926445
1013,2023-02-12,6,13599,1508,4021,17555,14138,10117,4647,570,0,-1165,0,12058,0,-2513,0.11089050665490109,0.29568350614015737
1014,2023-02-12,7,13999,1502,4137,17542,14125,9988,4507,443,0,-495,0,12057,0,-2635,0.1072933780984356,0.2955211086506179
1015,2023-02-12,8,14334,1581,3559,17738,14321,10763,4586,410,220,-1014,0,12650,0,-1978,0.11029719547928003,0.24829077717315473
1016,2023-02-12,9,14728,1649,3395,17417,14000,10606,4978,385,1132,-856,0,12846,0,-1746,0.11196360673546986,0.2305133079847909
1017,2023-02-12,10,15037,1714,3880,17597,14180,10299,5445,413,2168,-708,0,13380,0,-2166,0.11398550242734588,0.2580301921925916
1018,2023-02-12,11,15182,1758,3675,17049,13632,9957,5859,483,3131,-634,0,13270,0,-1917,0.11579502041891714,0.24206296930575683
1019,2023-02-12,12,15280,1817,3452,17160,13743,10291,6104,666,3415,-1115,0,13304,0,-1635,0.11891361256544503,0.22591623036649214
1020,2023-02-12,13,15379,1741,3833,16984,13567,9734,6192,930,2900,-548,0,13158,0,-2092,0.11320632030691202,0.24923597112946225
1021,2023-02-12,14,15196,1684,4452,16910,13493,9041,6419,1293,2621,-264,0,12727,0,-2768,0.11081863648328508,0.29297183469334037
1022,2023-02-12,15,15105,1634,4706,16905,13488,8782,6490,1641,1985,-166,0,12569,0,-3072,0.10817610062893082,0.3115524660708375
1023,2023-02-12,16,15607,1611,4336,16870,13468,9132,6286,1814,1026,189,0,12680,0,-2725,0.10322291279554047,0.27782405330941246
1024,2023-02-12,17,16324,1620,3998,17010,13608,9610,6151,2010,175,563,0,13254,0,-2378,0.09924038225925018,0.24491546189659397
1025,2023-02-12,18,17591,1807,3250,18030,14628,11378,6543,2376,0,-330,0,15318,0,-1443,0.10272298334375533,0.18475356716502758
1026,2023-02-12,19,18097,1896,3129,18601,15199,12070,6926,2735,0,-898,0,16102,0,-1233,0.1047687462010278,0.17290158589821517
1027,2023-02-12,20,18187,1890,3502,18718,15091,11589,7384,3245,0,-786,0,16342,0,-1612,0.10392038269093308,0.19255512179028977
1028,2023-02-12,21,17709,1852,3955,18650,15023,11067,7638,3550,0,-996,0,15924,0,-2103,0.10457959229770174,0.22333276864870968
1029,2023-02-12,22,16959,1784,4576,18421,14794,10217,7799,3716,0,-1058,0,15280,0,-2792,0.10519488177368949,0.26982723037914974
1030,2023-02-12,23,16212,1719,5181,18539,14518,9337,8007,3960,0,-1132,0,14599,0,-3462,0.10603256846780162,0.3195780903034789
1031,2023-02-12,24,15413,1667,6251,18801,15222,8971,7866,3842,0,-1424,0,13917,0,-4584,0.10815545318886655,0.405566729384286
1032,2023-02-13,1,15170,1737,3205,16736,13112,9908,7697,3665,0,-2434,0,13932,0,-1468,0.11450230718523402,0.2112722478576137
1033,2023-02-13,2,15140,1738,3684,16751,13566,9882,7703,3682,0,-2445,0,13646,0,-1946,0.11479524438573316,0.24332892998678995
1034,2023-02-13,3,15080,1721,3946,16768,13583,9637,7711,3692,0,-2268,0,13434,0,-2225,0.11412466843501326,0.2616710875331565
1035,2023-02-13,4,15116,1734,3835,16939,13615,9780,7669,3654,0,-2332,0,13583,0,-2101,0.11471288700714474,0.2537046837787775
1036,2023-02-13,5,15567,1769,3791,17180,13856,10065,7665,3641,0,-2163,0,13979,0,-2022,0.11363782360120768,0.24352797584634162
1037,2023-02-13,6,16246,1765,4078,17488,13965,9887,7555,3549,0,-1197,0,14362,0,-2313,0.10864212729287209,0.25101563461775206
1038,2023-02-13,7,18289,1876,4196,18669,14988,10792,7625,3551,0,-128,0,16081,0,-2320,0.10257531849745749,0.229427524741648
1039,2023-02-13,8,19866,2009,3053,19054,15177,12124,7781,3654,37,-40,0,5491,23614,-1044,0.1011275546159267,0.15367965367965367
1040,2023-02-13,9,20983,2125,2949,19815,15917,12968,8057,3785,317,-42,0,5759,23614,-824,0.10127245865700805,0.14054234380212552
1041,2023-02-13,10,21457,2156,3103,19920,16022,12919,8443,4146,613,96,0,6163,23614,-947,0.10048002982709606,0.1446148110173836
1042,2023-02-13,11,21210,2136,3249,19553,15655,12407,8738,4396,839,65,0,6490,23614,-1113,0.10070721357850071,0.15318246110325318
1043,2023-02-13,12,20949,2138,3069,19598,14867,11798,9191,4709,1136,-39,0,6859,23614,-931,0.10205737744045063,0.14649863955320064
1044,2023-02-13,13,21362,2146,2761,19599,14868,12107,8905,4463,1138,350,0,6629,23614,-615,0.10045875854320757,0.12924819773429455
1045,2023-02-13,14,21665,2141,2615,19668,14818,12203,9001,4638,967,461,0,6747,23614,-474,0.09882298638356797,0.12070159243018694
1046,2023-02-13,15,21191,2086,2985,19601,14655,11670,9059,4759,756,463,0,6718,23614,-899,0.0984380161389269,0.14086168656505121
1047,2023-02-13,16,21036,2087,3107,19671,14934,11827,8834,4680,396,375,0,6517,23614,-1020,0.09921087659250809,0.1476991823540597
1048,2023-02-13,17,21423,2127,3162,20436,15699,12537,8926,4829,80,-41,0,6619,23614,-1035,0.09928581431172105,0.14759837557765018
1049,2023-02-13,18,21909,2171,3650,21130,16393,12743,9205,5063,0,-39,0,6831,23614,-1479,0.09909169747592314,0.166598201652289
1050,2023-02-13,19,21833,2179,3848,21197,16460,12612,9261,5069,0,-40,0,6873,23614,-1669,0.09980305042825081,0.17624696560252828
1051,2023-02-13,20,21826,2159,3662,21224,16487,12825,9039,4908,0,-39,0,6697,23614,-1503,0.0989187207917163,0.16778154494639422
1052,2023-02-13,21,21134,2082,4061,21208,16610,12549,8623,4478,0,-38,0,6233,23614,-1979,0.09851424245291947,0.19215482161446013
1053,2023-02-13,22,19747,1948,4958,21339,16741,11783,7998,3898,0,-34,0,5609,23614,-3010,0.09864789588291892,0.2510761128272649
1054,2023-02-13,23,18489,1861,5893,21331,17161,11268,7484,3391,0,-263,0,15887,0,-4032,0.1006544431824328,0.3187300557087998
1055,2023-02-13,24,17092,1766,7090,21311,17565,10475,7338,3264,0,-721,0,14937,0,-5324,0.10332319213667213,0.4148139480458694
1056,2023-02-14,1,16472,1657,6217,19142,15395,9178,7517,3389,0,-223,0,13520,0,-4560,0.10059494900437105,0.37742836328314716
1057,2023-02-14,2,15954,1641,6700,19141,15615,8915,7607,3492,0,-568,0,13179,0,-5059,0.10285821737495299,0.41995737746019807
1058,2023-02-14,3,15698,1609,7289,19139,15828,8539,7391,3270,0,-233,0,12697,0,-5680,0.10249713339278889,0.4643266658173016
1059,2023-02-14,4,15866,1596,7092,19138,15827,8735,7161,3033,0,-31,0,12509,0,-5496,0.10059246186814572,0.44699357115845206
1060,2023-02-14,5,16171,1626,6429,18793,15691,9263,6848,2711,0,60,0,12659,0,-4803,0.10055036794261332,0.39756353966977925
1061,2023-02-14,6,17129,1664,5800,18793,15691,9891,6484,2335,0,754,0,13276,0,-4136,0.09714519236382743,0.3386070406912254
1062,2023-02-14,7,18887,1870,4070,19235,16133,12062,6308,2126,0,516,0,15998,0,-2200,0.09900990099009901,0.21549213744903903
1063,2023-02-14,8,20494,2075,2748,19922,17878,14298,6233,1878,264,-37,833,4453,23614,-673,0.10124914609153898,0.13408802576363812
1064,2023-02-14,9,21237,2170,2532,20410,18366,15001,6274,1605,1018,-39,833,4562,23614,-362,0.10218015727268447,0.11922587936149173
1065,2023-02-14,10,21617,2121,2372,20086,18042,14837,5956,1320,998,824,833,4156,23614,-251,0.09811722255632141,0.10972845445714022
1066,2023-02-14,11,21239,2086,2659,19776,17732,14240,5915,1102,1524,1084,833,4125,23614,-573,0.09821554687132163,0.1251942181835303
1067,2023-02-14,12,21162,1975,3298,19038,16994,12863,5889,975,1824,2409,833,3941,23614,-1323,0.09332766279179662,0.15584538323409886
1068,2023-02-14,13,20878,1930,3919,19016,16972,12220,5955,942,2008,2704,833,3962,23614,-1989,0.0924418047705719,0.18770955072324935
1069,2023-02-14,14,20680,1928,4131,18959,16915,11950,6062,856,2448,2668,833,4066,23614,-2203,0.0932301740812379,0.19975822050290135
1070,2023-02-14,15,20545,1927,4011,19021,16977,12132,5895,803,2195,2517,833,3923,23614,-2084,0.09379411048917012,0.19522998296422486
1071,2023-02-14,16,20912,1960,2793,19187,17143,13517,5457,754,1187,1938,833,3631,23614,-833,0.09372609028309105,0.13355967865340473
1072,2023-02-14,17,21367,1944,2828,19894,17850,14189,5053,759,198,2124,833,3299,23614,-884,0.0909814199466467,0.13235362942855805
1073,2023-02-14,18,21874,1986,3095,20579,18535,14607,5151,792,0,2115,833,3230,23614,-1109,0.09079272195300357,0.1414921824997714
1074,2023-02-14,19,21709,2077,2104,20601,18557,15620,5105,739,0,984,833,3216,23614,-27,0.09567460500253351,0.09691832880372196
1075,2023-02-14,20,22003,2030,2346,20672,17795,15449,4985,630,0,1570,0,3104,23614,-316,0.0922601463436804,0.10662182429668682
1076,2023-02-14,21,21406,1928,4168,20802,18549,14380,4901,551,0,2124,0,2987,23614,-2240,0.09006820517611884,0.1947117630570868
1077,2023-02-14,22,19966,1871,4355,20754,18501,14146,4715,470,0,1105,0,2811,23614,-2484,0.09370930581989383,0.2181208053691275
1078,2023-02-14,23,18491,1686,5156,20825,17397,12242,4628,413,0,1622,0,13813,0,-3470,0.09117949272619112,0.2788383537937375
1079,2023-02-14,24,17135,1557,6668,20753,17534,10865,4564,357,0,1706,0,12359,0,-5111,0.0908666472133061,0.3891450248030347
1080,2023-02-15,1,16604,1505,4789,18346,14881,10092,4598,318,0,1913,0,11303,0,-3284,0.0906408094435076,0.2884244760298723
1081,2023-02-15,2,16434,1526,4951,18347,15311,10359,4582,307,0,1493,0,11383,0,-3425,0.09285627357916515,0.3012656687355483
1082,2023-02-15,3,16076,1536,4893,18343,15307,10414,4581,317,0,1081,0,11570,0,-3357,0.09554615576013933,0.30436675789997514
1083,2023-02-15,4,16021,1532,5016,18391,15355,10339,4593,331,0,1089,0,11631,0,-3484,0.09562449285313027,0.31308907059484425
1084,2023-02-15,5,16012,1490,5684,18540,15504,9821,4631,366,0,1561,0,11366,0,-4194,0.09305520859355483,0.35498376217836625
1085,2023-02-15,6,16793,1599,4755,18760,15554,10799,4662,417,0,1332,0,12613,0,-3156,0.0952182456976121,0.2831536949919609
1086,2023-02-15,7,18980,1822,3572,19898,16508,12937,4788,539,0,1255,0,15179,0,-1750,0.09599578503688093,0.18819810326659642
1087,2023-02-15,8,20498,2000,2722,20608,17218,14496,5200,802,157,802,0,3229,23614,-722,0.09757049468240804,0.13279344326275735
1088,2023-02-15,9,21150,2051,2860,20607,17367,14149,5863,1197,793,1138,358,3851,23614,-809,0.09697399527186762,0.13522458628841608
1089,2023-02-15,10,20576,2058,3469,20258,17018,13191,6292,1096,2218,1093,358,4324,23614,-1411,0.1000194401244168,0.16859447900466562
1090,2023-02-15,11,19618,1933,4933,19627,16387,11096,6430,802,3315,2093,358,4336,23614,-3000,0.09853196044448975,0.251452747476807
1091,2023-02-15,12,19566,1954,4689,19673,16433,11386,6307,652,3644,1873,358,4281,23614,-2735,0.09986711642645406,0.23965041398344067
1092,2023-02-15,13,19277,1957,4674,19665,16425,11393,6263,594,3751,1621,358,4218,23614,-2717,0.10151994604969652,0.24246511386626549
1093,2023-02-15,14,19345,1906,4855,19666,16426,11213,6061,483,3558,2072,358,4016,23614,-2949,0.09852675109847506,0.2509692426983717
1094,2023-02-15,15,19304,1910,4393,19669,16429,11678,5775,406,3056,1852,358,3720,23614,-2483,0.09894322420223788,0.22756941566514713
1095,2023-02-15,16,19886,1934,3126,19810,16570,13087,5330,441,1841,1469,358,3266,23614,-1192,0.0972543497938248,0.15719601729860203
1096,2023-02-15,17,20380,1932,3259,20774,17534,13917,4990,634,495,1472,358,3081,23614,-1327,0.09479882237487733,0.15991167811579982
1097,2023-02-15,18,21954,2080,2122,21193,17953,15473,5297,1060,0,1184,358,3361,23614,-42,0.09474355470529289,0.09665664571376514
1098,2023-02-15,19,21959,2084,2444,21148,17908,15106,5825,1551,0,1028,358,3828,23614,-360,0.09490413953276561,0.11129832870349288
1099,2023-02-15,20,21899,2076,2901,21150,17910,14651,6258,1974,0,990,358,4254,23614,-825,0.0947988492625234,0.13247180236540482
1100,2023-02-15,21,21357,2018,3528,21156,17916,14031,6369,2187,0,957,358,4414,23614,-1510,0.09448892634733343,0.16519174041297935
1101,2023-02-15,22,19888,1901,4114,21253,17002,12888,6468,2310,0,531,0,4328,23614,-2213,0.0955852775543041,0.206858407079646
