,Data,Godz.,prog. zap 2022,zap 2022
1570,2022-02-04,11,25500,"25062,963"
1571,2022-02-04,12,25600,"25333,638"
1572,2022-02-04,13,25700,"25386,850"
1573,2022-02-04,14,25800,"25450,713"
1574,2022-02-04,15,25100,"24979,088"
1575,2022-02-04,16,24850,"24631,550"
1576,2022-02-04,17,25550,"24561,375"
1577,2022-02-04,18,25700,"25045,588"
1578,2022-02-04,19,25350,"24700,838"
1579,2022-02-04,20,25250,"24335,513"
1580,2022-02-04,21,24650,"23527,225"
1581,2022-02-04,22,23400,"22126,925"
1582,2022-02-04,23,21700,"20790,425"
1583,2022-02-04,24,20500,"19568,425"
1584,2022-02-05,1,18551,"18518,988"
1585,2022-02-05,2,17769,"17862,788"
1586,2022-02-05,3,17291,"17423,938"
1587,2022-02-05,4,17219,"17280,575"
1588,2022-02-05,5,17310,"17332,850"
1589,2022-02-05,6,17502,"17568,925"
1590,2022-02-05,7,18675,"18431,638"
1591,2022-02-05,8,19610,"19185,875"
1592,2022-02-05,9,20796,"20375,863"
1593,2022-02-05,10,21424,"21161,150"
1594,2022-02-05,11,21755,"21645,213"
1595,2022-02-05,12,21808,"22005,050"
1596,2022-02-05,13,21514,"21985,138"
1597,2022-02-05,14,21541,"21489,163"
1598,2022-02-05,15,20781,"20949,425"
1599,2022-02-05,16,20537,"20774,900"
1600,2022-02-05,17,21603,"21098,375"
1601,2022-02-05,18,21827,"22011,425"
1602,2022-02-05,19,21783,"21843,250"
1603,2022-02-05,20,21498,"21606,175"
1604,2022-02-05,21,20938,"20904,100"
1605,2022-02-05,22,19862,"19681,588"
1606,2022-02-05,23,18906,"18739,088"
1607,2022-02-05,24,17812,"17615,763"
1608,2022-02-06,1,16790,"16617,550"
1609,2022-02-06,2,16100,"15965,725"
1610,2022-02-06,3,15607,"15627,000"
1611,2022-02-06,4,15457,"15432,713"
1612,2022-02-06,5,15507,"15506,875"
1613,2022-02-06,6,15840,"15661,213"
1614,2022-02-06,7,16300,"15966,263"
1615,2022-02-06,8,16652,"16144,638"
1616,2022-02-06,9,18089,"16928,388"
1617,2022-02-06,10,19188,"17825,525"
1618,2022-02-06,11,19679,"18498,238"
1619,2022-02-06,12,19938,"19191,363"
1620,2022-02-06,13,20102,"19428,588"
1621,2022-02-06,14,20313,"19638,038"
1622,2022-02-06,15,19939,"19361,488"
1623,2022-02-06,16,19569,"18928,075"
1624,2022-02-06,17,20517,"18993,013"
1625,2022-02-06,18,20826,"19829,113"
1626,2022-02-06,19,20861,"20031,063"
1627,2022-02-06,20,20844,"19992,663"
1628,2022-02-06,21,20556,"19559,925"
1629,2022-02-06,22,19678,"18619,863"
1630,2022-02-06,23,18971,"18148,425"
1631,2022-02-06,24,17926,"17108,750"
1632,2022-02-07,1,16908,"16335,613"
1633,2022-02-07,2,16400,"16141,050"
1634,2022-02-07,3,16200,"16064,663"
1635,2022-02-07,4,16300,"16077,200"
1636,2022-02-07,5,17050,"16428,475"
1637,2022-02-07,6,19000,"17558,275"
1638,2022-02-07,7,22100,"20580,175"
1639,2022-02-07,8,23850,"22652,525"
1640,2022-02-07,9,24950,"23967,025"
1641,2022-02-07,10,25200,"24304,650"
1642,2022-02-07,11,25550,"24387,313"
1643,2022-02-07,12,25750,"24818,300"
1644,2022-02-07,13,26050,"24851,788"
1645,2022-02-07,14,26200,"24765,425"
1646,2022-02-07,15,25500,"24290,363"
1647,2022-02-07,16,25200,"24177,725"
1648,2022-02-07,17,25550,"24213,463"
1649,2022-02-07,18,25600,"24903,163"
1650,2022-02-07,19,25300,"24707,225"
1651,2022-02-07,20,25350,"24518,388"
1652,2022-02-07,21,24900,"23788,175"
1653,2022-02-07,22,23750,"22342,788"
1654,2022-02-07,23,22000,"20932,450"
1655,2022-02-07,24,20850,"19595,513"
1656,2022-02-08,1,19308,"18696,113"
1657,2022-02-08,2,18600,"18092,150"
1658,2022-02-08,3,18200,"17865,275"
1659,2022-02-08,4,18250,"17761,125"
1660,2022-02-08,5,18800,"18250,438"
1661,2022-02-08,6,20250,"18813,250"
1662,2022-02-08,7,23050,"21213,613"
1663,2022-02-08,8,24450,"23147,763"
1664,2022-02-08,9,25050,"24263,225"
1665,2022-02-08,10,25100,"24593,175"
1666,2022-02-08,11,25150,"24290,413"
1667,2022-02-08,12,25350,"24672,813"
1668,2022-02-08,13,25550,"25095,450"
1669,2022-02-08,14,25700,"25133,725"
1670,2022-02-08,15,25100,"24935,563"
1671,2022-02-08,16,24800,"24665,738"
1672,2022-02-08,17,25150,"24416,700"
1673,2022-02-08,18,25200,"24936,475"
1674,2022-02-08,19,24900,"24585,425"
1675,2022-02-08,20,24950,"24451,925"
1676,2022-02-08,21,24500,"23790,363"
1677,2022-02-08,22,23350,"22272,738"
1678,2022-02-08,23,21600,"20852,963"
1679,2022-02-08,24,20450,"19708,750"
1680,2022-02-09,1,19308,"18708,650"
1681,2022-02-09,2,18600,"18178,100"
1682,2022-02-09,3,18200,"17690,188"
1683,2022-02-09,4,18250,"17835,788"
1684,2022-02-09,5,18800,"18237,438"
1685,2022-02-09,6,20100,"19109,163"
1686,2022-02-09,7,22750,"21566,588"
1687,2022-02-09,8,24100,"23034,138"
1688,2022-02-09,9,24700,"23878,163"
1689,2022-02-09,10,24700,"24353,100"
1690,2022-02-09,11,24900,"24424,500"
1691,2022-02-09,12,25050,"24648,425"
1692,2022-02-09,13,25250,"24839,525"
1693,2022-02-09,14,25400,"24987,650"
1694,2022-02-09,15,24950,"24618,500"
1695,2022-02-09,16,24600,"24252,063"
1696,2022-02-09,17,25050,"24184,288"
1697,2022-02-09,18,25200,"24773,938"
1698,2022-02-09,19,24850,"24542,888"
1699,2022-02-09,20,24750,"24407,175"
1700,2022-02-09,21,24200,"23711,175"
1701,2022-02-09,22,23100,"22273,413"
1702,2022-02-09,23,21450,"20705,275"
1703,2022-02-09,24,20300,"19356,200"
1704,2022-02-10,1,19108,"18379,925"
1705,2022-02-10,2,18400,"17845,825"
1706,2022-02-10,3,18000,"17472,238"
1707,2022-02-10,4,18050,"17610,500"
1708,2022-02-10,5,18500,"17992,900"
1709,2022-02-10,6,19600,"18722,550"
1710,2022-02-10,7,22350,"21122,625"
1711,2022-02-10,8,24000,"22609,013"
1712,2022-02-10,9,24800,"23619,713"
1713,2022-02-10,10,24800,"23938,638"
1714,2022-02-10,11,24800,"23822,413"
1715,2022-02-10,12,24950,"24099,175"
1716,2022-02-10,13,25150,"24275,150"
1717,2022-02-10,14,25300,"24158,263"
1718,2022-02-10,15,24750,"24051,675"
1719,2022-02-10,16,24400,"24041,513"
1720,2022-02-10,17,24950,"24132,825"
1721,2022-02-10,18,25200,"24623,538"
1722,2022-02-10,19,24850,"24591,250"
1723,2022-02-10,20,24750,"24514,900"
1724,2022-02-10,21,24200,"23847,063"
1725,2022-02-10,22,23100,"22386,600"
1726,2022-02-10,23,21450,"21014,125"
1727,2022-02-10,24,20300,"19740,838"
1728,2022-02-11,1,19100,"18709,788"
1729,2022-02-11,2,18450,"18046,050"
1730,2022-02-11,3,18000,"17755,025"
1731,2022-02-11,4,18050,"17822,113"
1732,2022-02-11,5,18750,"18188,650"
1733,2022-02-11,6,20000,"18959,688"
1734,2022-02-11,7,22800,"21250,275"
1735,2022-02-11,8,24250,"22983,388"
1736,2022-02-11,9,25050,"23959,950"
1737,2022-02-11,10,25200,"24548,700"
1738,2022-02-11,11,25350,"24644,388"
1739,2022-02-11,12,25650,"24918,988"
1740,2022-02-11,13,25850,"25269,213"
1741,2022-02-11,14,26000,"25253,750"
1742,2022-02-11,15,25450,"24822,913"
1743,2022-02-11,16,25100,"24342,575"
1744,2022-02-11,17,25350,"24215,575"
1745,2022-02-11,18,25600,"24867,300"
1746,2022-02-11,19,25250,"24540,475"
1747,2022-02-11,20,25250,"24412,238"
1748,2022-02-11,21,24350,"23677,625"
1749,2022-02-11,22,23200,"22094,175"
1750,2022-02-11,23,21550,"20574,800"
1751,2022-02-11,24,20300,"19458,113"
1752,2022-02-12,1,19200,"18599,938"
1753,2022-02-12,2,18400,"17995,725"
1754,2022-02-12,3,17900,"17568,025"
1755,2022-02-12,4,17800,"17570,300"
1756,2022-02-12,5,17950,"17710,113"
1757,2022-02-12,6,18350,"17842,950"
1758,2022-02-12,7,19500,"18777,525"
1759,2022-02-12,8,20350,"19532,625"
1760,2022-02-12,9,21600,"20392,963"
1761,2022-02-12,10,22000,"20672,450"
1762,2022-02-12,11,22200,"20267,688"
1763,2022-02-12,12,22150,"19936,725"
1764,2022-02-12,13,22150,"19723,938"
1765,2022-02-12,14,21850,"19565,200"
1766,2022-02-12,15,21050,"19380,263"
1767,2022-02-12,16,20700,"19971,625"
1768,2022-02-12,17,21350,"20701,925"
1769,2022-02-12,18,22350,"21653,050"
1770,2022-02-12,19,22350,"21694,675"
1771,2022-02-12,20,22300,"21523,850"
1772,2022-02-12,21,21650,"20791,338"
1773,2022-02-12,22,20550,"19762,688"
1774,2022-02-12,23,19450,"18770,188"
1775,2022-02-12,24,18300,"17654,125"
1776,2022-02-13,1,16228,"16654,788"
1777,2022-02-13,2,15705,"16032,575"
1778,2022-02-13,3,15413,"15733,575"
1779,2022-02-13,4,15398,"15481,163"
1780,2022-02-13,5,15403,"15487,125"
1781,2022-02-13,6,15544,"15692,175"
1782,2022-02-13,7,15844,"15999,175"
1783,2022-02-13,8,15939,"16108,588"
1784,2022-02-13,9,16704,"16191,088"
1785,2022-02-13,10,16944,"16271,450"
1786,2022-02-13,11,17381,"16344,163"
1787,2022-02-13,12,17393,"16274,400"
1788,2022-02-13,13,17297,"16422,813"
1789,2022-02-13,14,17285,"16772,875"
1790,2022-02-13,15,17049,"16869,738"
1791,2022-02-13,16,17457,"17367,238"
1792,2022-02-13,17,18018,"18239,438"
1793,2022-02-13,18,19304,"19421,800"
1794,2022-02-13,19,19639,"20008,663"
1795,2022-02-13,20,19662,"20229,550"
1796,2022-02-13,21,19230,"19720,513"
1797,2022-02-13,22,18364,"18979,888"
1798,2022-02-13,23,17740,"18332,600"
1799,2022-02-13,24,16702,"17335,275"
1800,2022-02-14,1,16549,"16546,688"
1801,2022-02-14,2,16213,"16180,163"
1802,2022-02-14,3,16111,"16078,663"
1803,2022-02-14,4,16117,"16128,563"
1804,2022-02-14,5,16583,"16502,500"
1805,2022-02-14,6,18012,"17730,963"
1806,2022-02-14,7,20926,"20631,363"
1807,2022-02-14,8,22678,"22289,300"
1808,2022-02-14,9,23682,"22600,588"
1809,2022-02-14,10,22725,"22279,225"
1810,2022-02-14,11,22071,"21566,988"
1811,2022-02-14,12,22155,"21540,588"
1812,2022-02-14,13,22472,"21508,725"
1813,2022-02-14,14,22714,"21736,913"
1814,2022-02-14,15,22816,"21817,588"
1815,2022-02-14,16,22820,"22579,925"
1816,2022-02-14,17,23108,"23121,200"
1817,2022-02-14,18,24307,"24085,900"
1818,2022-02-14,19,24255,"24268,925"
1819,2022-02-14,20,24189,"24144,350"
1820,2022-02-14,21,23535,"23561,313"
1821,2022-02-14,22,22001,"22114,750"
1822,2022-02-14,23,20681,"20671,700"
1823,2022-02-14,24,19524,"19448,800"
1824,2022-02-15,1,19008,"18462,913"
1825,2022-02-15,2,18300,"17888,988"
1826,2022-02-15,3,17900,"17509,750"
1827,2022-02-15,4,17950,"17535,088"
1828,2022-02-15,5,18400,"17884,263"
1829,2022-02-15,6,19600,"18704,175"
1830,2022-02-15,7,22350,"21146,700"
1831,2022-02-15,8,23700,"22661,338"
1832,2022-02-15,9,24350,"23355,800"
1833,2022-02-15,10,24400,"23216,150"
1834,2022-02-15,11,24350,"22679,388"
1835,2022-02-15,12,24550,"23069,663"
1836,2022-02-15,13,24700,"23175,388"
1837,2022-02-15,14,24750,"23528,550"
1838,2022-02-15,15,24200,"23524,550"
1839,2022-02-15,16,24000,"23474,163"
1840,2022-02-15,17,24350,"23602,513"
1841,2022-02-15,18,25000,"24444,488"
1842,2022-02-15,19,24900,"24537,988"
1843,2022-02-15,20,24800,"24322,013"
1844,2022-02-15,21,24250,"23695,375"
1845,2022-02-15,22,22950,"22154,063"
1846,2022-02-15,23,21350,"20652,238"
1847,2022-02-15,24,20200,"19287,175"
1848,2022-02-16,1,18708,"18301,575"
1849,2022-02-16,2,18000,"17752,138"
1850,2022-02-16,3,17600,"17400,400"
1851,2022-02-16,4,17650,"17489,700"
1852,2022-02-16,5,18200,"17776,738"
1853,2022-02-16,6,19400,"18653,700"
1854,2022-02-16,7,22300,"20994,413"
1855,2022-02-16,8,23500,"22553,738"
1856,2022-02-16,9,23800,"23210,975"
1857,2022-02-16,10,23800,"23035,900"
1858,2022-02-16,11,23550,"22456,913"
1859,2022-02-16,12,23750,"22655,813"
1860,2022-02-16,13,24100,"22933,438"
1861,2022-02-16,14,24150,"23146,025"
1862,2022-02-16,15,24000,"23028,213"
1863,2022-02-16,16,23900,"23129,275"
1864,2022-02-16,17,23950,"23332,238"
1865,2022-02-16,18,24750,"23935,463"
1866,2022-02-16,19,24650,"23954,763"
1867,2022-02-16,20,24600,"23853,425"
1868,2022-02-16,21,24050,"23213,100"
1869,2022-02-16,22,22750,"21697,975"
1870,2022-02-16,23,21150,"20133,400"
1871,2022-02-16,24,20000,"18880,338"
1872,2022-02-17,1,18608,"17824,150"
1873,2022-02-17,2,17900,"17248,900"
1874,2022-02-17,3,17500,"16758,338"
1875,2022-02-17,4,17550,"16767,413"
1876,2022-02-17,5,18250,"16908,438"
1877,2022-02-17,6,19850,"17886,038"
1878,2022-02-17,7,22550,"20111,400"
1879,2022-02-17,8,23850,"21700,000"
1880,2022-02-17,9,24250,"22769,700"
1881,2022-02-17,10,24250,"23225,388"
1882,2022-02-17,11,24300,"22984,338"
1883,2022-02-17,12,24450,"23237,163"
1884,2022-02-17,13,24550,"23155,625"
1885,2022-02-17,14,24750,"23273,175"
1886,2022-02-17,15,24500,"23067,350"
1887,2022-02-17,16,24300,"23033,138"
1888,2022-02-17,17,24500,"23142,938"
1889,2022-02-17,18,24950,"23877,275"
1890,2022-02-17,19,24800,"23954,300"
1891,2022-02-17,20,24750,"23808,875"
1892,2022-02-17,21,24200,"23308,263"
1893,2022-02-17,22,22950,"21695,350"
1894,2022-02-17,23,21250,"20258,338"
1895,2022-02-17,24,20050,"19075,975"
1896,2022-02-18,1,18708,"18066,688"
1897,2022-02-18,2,17950,"17414,300"
1898,2022-02-18,3,17550,"17160,725"
1899,2022-02-18,4,17650,"17276,750"
1900,2022-02-18,5,18250,"17574,738"
1901,2022-02-18,6,19550,"18397,563"
1902,2022-02-18,7,22350,"20753,625"
1903,2022-02-18,8,23650,"22262,600"
1904,2022-02-18,9,24000,"22800,025"
1905,2022-02-18,10,24000,"22870,438"
1906,2022-02-18,11,23800,"22801,075"
1907,2022-02-18,12,24000,"23093,675"
1908,2022-02-18,13,24250,"23284,975"
1909,2022-02-18,14,24500,"23178,663"
1910,2022-02-18,15,24300,"23256,700"
1911,2022-02-18,16,24050,"23392,850"
1912,2022-02-18,17,24150,"23364,100"
1913,2022-02-18,18,24800,"23900,088"
1914,2022-02-18,19,24650,"23987,100"
1915,2022-02-18,20,24650,"23805,613"
1916,2022-02-18,21,24100,"23094,388"
1917,2022-02-18,22,22850,"21459,188"
1918,2022-02-18,23,21150,"19936,500"
1919,2022-02-18,24,19800,"18720,625"
1920,2022-02-19,1,18700,"17458,038"
1921,2022-02-19,2,18000,"16852,625"
1922,2022-02-19,3,17500,"16560,713"
1923,2022-02-19,4,17400,"16431,525"
1924,2022-02-19,5,17500,"16356,225"
1925,2022-02-19,6,17900,"16547,175"
1926,2022-02-19,7,18950,"17090,613"
1927,2022-02-19,8,20000,"17612,863"
1928,2022-02-19,9,20950,"18454,438"
1929,2022-02-19,10,21300,"19226,325"
1930,2022-02-19,11,21350,"19579,900"
1931,2022-02-19,12,21250,"19817,575"
1932,2022-02-19,13,21100,"19883,000"
1933,2022-02-19,14,20950,"19646,938"
1934,2022-02-19,15,20150,"19400,488"
1935,2022-02-19,16,20200,"19324,775"
1936,2022-02-19,17,20800,"19288,488"
1937,2022-02-19,18,21800,"20056,488"
1938,2022-02-19,19,21850,"20462,075"
1939,2022-02-19,20,21750,"20406,375"
1940,2022-02-19,21,21100,"19972,238"
1941,2022-02-19,22,20050,"18908,450"
1942,2022-02-19,23,19000,"18055,138"
1943,2022-02-19,24,17900,"16997,863"
1944,2022-02-20,1,16850,"16083,350"
1945,2022-02-20,2,16200,"15470,688"
1946,2022-02-20,3,15800,"15174,588"
1947,2022-02-20,4,15700,"14945,025"
1948,2022-02-20,5,15700,"14977,463"
1949,2022-02-20,6,15950,"15098,313"
1950,2022-02-20,7,16200,"15182,813"
1951,2022-02-20,8,16700,"15636,263"
1952,2022-02-20,9,17450,"16567,788"
1953,2022-02-20,10,18100,"17653,650"
1954,2022-02-20,11,18450,"18561,388"
1955,2022-02-20,12,18550,"18919,700"
1956,2022-02-20,13,18650,"19102,950"
1957,2022-02-20,14,18750,"19168,475"
1958,2022-02-20,15,18450,"18490,863"
1959,2022-02-20,16,18350,"18313,613"
1960,2022-02-20,17,19100,"18264,438"
1961,2022-02-20,18,20300,"19189,425"
1962,2022-02-20,19,20600,"19713,988"
1963,2022-02-20,20,20600,"19702,475"
1964,2022-02-20,21,20350,"19250,975"
1965,2022-02-20,22,19450,"18329,888"
1966,2022-02-20,23,18700,"17614,875"
1967,2022-02-20,24,17800,"16768,438"
1968,2022-02-21,1,16153,"16046,238"
1969,2022-02-21,2,15743,"15623,263"
1970,2022-02-21,3,15600,"15528,450"
1971,2022-02-21,4,15621,"15550,813"
1972,2022-02-21,5,16074,"16024,500"
1973,2022-02-21,6,17522,"17248,500"
1974,2022-02-21,7,20604,"19977,113"
1975,2022-02-21,8,22485,"22006,625"
1976,2022-02-21,9,23146,"23320,800"
1977,2022-02-21,10,23209,"23891,963"
1978,2022-02-21,11,22951,"23825,500"
1979,2022-02-21,12,23170,"24280,975"
1980,2022-02-21,13,23252,"24275,625"
1981,2022-02-21,14,23322,"24272,013"
1982,2022-02-21,15,23090,"23654,650"
1983,2022-02-21,16,23131,"23617,800"
1984,2022-02-21,17,23233,"23726,913"
1985,2022-02-21,18,24022,"24300,275"
1986,2022-02-21,19,24256,"24627,675"
1987,2022-02-21,20,24135,"24518,625"
1988,2022-02-21,21,23428,"23881,838"
1989,2022-02-21,22,21955,"22490,913"
1990,2022-02-21,23,20520,"20911,813"
1991,2022-02-21,24,19310,"19729,700"
1992,2022-02-22,1,19008,"18665,475"
1993,2022-02-22,2,18300,"17977,275"
1994,2022-02-22,3,17900,"17617,200"
1995,2022-02-22,4,17950,"17681,913"
1996,2022-02-22,5,18500,"18053,425"
1997,2022-02-22,6,19700,"19021,375"
1998,2022-02-22,7,22500,"21354,400"
1999,2022-02-22,8,23700,"23031,413"
2000,2022-02-22,9,24000,"23805,600"
2001,2022-02-22,10,24050,"24182,350"
2002,2022-02-22,11,23850,"24248,250"
2003,2022-02-22,12,24050,"24662,963"
2004,2022-02-22,13,24300,"24507,138"
2005,2022-02-22,14,24350,"24294,238"
2006,2022-02-22,15,24200,"23710,050"
2007,2022-02-22,16,24100,"23800,588"
2008,2022-02-22,17,24150,"23853,088"
2009,2022-02-22,18,24950,"24589,400"
2010,2022-02-22,19,24850,"24939,500"
2011,2022-02-22,20,24800,"24776,613"
2012,2022-02-22,21,24250,"24050,713"
2013,2022-02-22,22,22950,"22546,050"
2014,2022-02-22,23,21350,"20966,725"
2015,2022-02-22,24,20200,"19648,100"
2016,2022-02-23,1,19008,"18566,650"
2017,2022-02-23,2,18300,"17981,188"
2018,2022-02-23,3,17900,"17702,488"
2019,2022-02-23,4,17950,"17769,200"
2020,2022-02-23,5,18500,"18113,038"
2021,2022-02-23,6,19800,"18884,838"
2022,2022-02-23,7,22600,"21168,188"
2023,2022-02-23,8,23800,"22883,988"
2024,2022-02-23,9,24400,"23785,950"
2025,2022-02-23,10,24650,"24199,413"
2026,2022-02-23,11,24650,"23700,488"
2027,2022-02-23,12,25050,"23940,163"
2028,2022-02-23,13,25300,"23813,313"
2029,2022-02-23,14,25300,"23926,138"
2030,2022-02-23,15,24650,"23625,925"
2031,2022-02-23,16,24450,"23685,313"
2032,2022-02-23,17,24450,"23926,363"
2033,2022-02-23,18,25200,"24485,813"
2034,2022-02-23,19,25200,"24877,863"
2035,2022-02-23,20,25200,"24847,863"
2036,2022-02-23,21,24650,"24239,775"
2037,2022-02-23,22,23550,"22679,613"
2038,2022-02-23,23,21850,"21213,688"
2039,2022-02-23,24,20700,"19943,100"
2040,2022-02-24,1,19008,"18834,400"
2041,2022-02-24,2,18300,"18193,113"
2042,2022-02-24,3,18000,"17938,825"
2043,2022-02-24,4,18050,"17955,338"
2044,2022-02-24,5,18600,"18389,313"
2045,2022-02-24,6,19800,"19235,613"
2046,2022-02-24,7,22500,"21505,188"
2047,2022-02-24,8,23600,"22736,825"
2048,2022-02-24,9,24000,"22685,838"
2049,2022-02-24,10,24050,"22363,350"
2050,2022-02-24,11,24050,"21834,350"
2051,2022-02-24,12,24250,"22094,788"
2052,2022-02-24,13,24400,"22257,238"
2053,2022-02-24,14,24400,"22580,225"
2054,2022-02-24,15,24200,"22808,175"
2055,2022-02-24,16,23950,"23306,163"
2056,2022-02-24,17,24050,"23461,463"
2057,2022-02-24,18,25000,"24017,638"
2058,2022-02-24,19,25000,"24199,075"
2059,2022-02-24,20,25000,"24167,638"
2060,2022-02-24,21,24450,"23637,400"
2061,2022-02-24,22,23050,"22159,325"
2062,2022-02-24,23,21350,"20688,400"
2063,2022-02-24,24,20200,"19510,513"
2064,2022-02-25,1,18700,"18405,613"
2065,2022-02-25,2,18100,"17862,513"
2066,2022-02-25,3,17800,"17563,800"
2067,2022-02-25,4,17850,"17573,950"
2068,2022-02-25,5,18550,"18041,163"
2069,2022-02-25,6,19750,"18912,875"
2070,2022-02-25,7,22650,"21019,900"
2071,2022-02-25,8,23800,"22730,763"
2072,2022-02-25,9,24400,"23473,013"
2073,2022-02-25,10,24650,"23643,813"
2074,2022-02-25,11,24700,"23505,325"
2075,2022-02-25,12,24950,"23491,338"
2076,2022-02-25,13,25100,"23385,375"
2077,2022-02-25,14,25350,"23410,113"
2078,2022-02-25,15,24650,"23463,738"
2079,2022-02-25,16,24350,"23434,413"
2080,2022-02-25,17,24400,"23620,938"
2081,2022-02-25,18,25150,"24267,275"
2082,2022-02-25,19,25150,"24633,725"
2083,2022-02-25,20,25150,"24393,550"
2084,2022-02-25,21,24500,"23682,038"
2085,2022-02-25,22,23450,"22157,388"
2086,2022-02-25,23,21650,"20770,763"
2087,2022-02-25,24,20450,"19568,450"
2088,2022-02-26,1,19000,"18704,525"
2089,2022-02-26,2,18200,"18042,875"
2090,2022-02-26,3,17700,"17772,988"
2091,2022-02-26,4,17600,"17738,150"
2092,2022-02-26,5,17650,"17818,738"
2093,2022-02-26,6,18050,"17973,700"
2094,2022-02-26,7,18750,"18615,213"
2095,2022-02-26,8,19800,"19481,200"
2096,2022-02-26,9,20900,"20516,675"
2097,2022-02-26,10,21450,"21221,650"
2098,2022-02-26,11,21750,"21645,738"
2099,2022-02-26,12,21750,"21954,525"
2100,2022-02-26,13,21700,"21962,863"
2101,2022-02-26,14,21450,"21836,388"
2102,2022-02-26,15,20700,"21395,013"
2103,2022-02-26,16,20350,"21032,200"
2104,2022-02-26,17,20650,"20932,675"
2105,2022-02-26,18,21850,"21482,675"
2106,2022-02-26,19,21950,"21867,000"
2107,2022-02-26,20,21900,"21560,625"
2108,2022-02-26,21,21300,"21008,875"
2109,2022-02-26,22,20250,"19887,825"
2110,2022-02-26,23,19200,"18790,188"
2111,2022-02-26,24,18100,"17792,925"
2112,2022-02-27,1,17050,"16799,038"
2113,2022-02-27,2,16350,"16203,063"
2114,2022-02-27,3,15900,"15919,625"
2115,2022-02-27,4,15750,"15757,175"
2116,2022-02-27,5,15750,"15811,163"
2117,2022-02-27,6,15800,"16043,350"
2118,2022-02-27,7,15850,"16140,375"
2119,2022-02-27,8,16550,"16500,013"
2120,2022-02-27,9,17550,"17012,575"
2121,2022-02-27,10,18250,"17611,138"
2122,2022-02-27,11,18450,"17868,363"
2123,2022-02-27,12,18300,"18138,463"
2124,2022-02-27,13,18300,"18536,925"
2125,2022-02-27,14,18350,"18976,325"
2126,2022-02-27,15,18200,"18406,475"
2127,2022-02-27,16,18000,"18377,438"
2128,2022-02-27,17,18300,"18717,138"
2129,2022-02-27,18,20000,"19501,925"
2130,2022-02-27,19,20300,"20491,763"
2131,2022-02-27,20,20300,"20694,975"
2132,2022-02-27,21,20100,"20267,638"
2133,2022-02-27,22,19400,"19488,213"
2134,2022-02-27,23,18550,"18724,888"
2135,2022-02-27,24,17600,"17747,925"
2136,2022-02-28,1,16900,"16975,500"
2137,2022-02-28,2,16450,"16711,288"
2138,2022-02-28,3,16250,"16516,575"
2139,2022-02-28,4,16350,"16599,900"
2140,2022-02-28,5,17000,"17109,250"
2141,2022-02-28,6,19250,"18475,263"
2142,2022-02-28,7,21950,"21262,988"
2143,2022-02-28,8,23250,"22960,638"
2144,2022-02-28,9,23550,"23395,888"
2145,2022-02-28,10,23500,"23273,788"
2146,2022-02-28,11,23200,"22662,650"
2147,2022-02-28,12,23350,"23278,313"
2148,2022-02-28,13,23350,"23440,450"
2149,2022-02-28,14,23650,"23535,775"
2150,2022-02-28,15,23700,"23487,225"
2151,2022-02-28,16,23900,"23491,500"
2152,2022-02-28,17,24250,"23802,063"
2153,2022-02-28,18,25250,"24358,700"
2154,2022-02-28,19,25400,"25054,600"
2155,2022-02-28,20,25300,"24941,938"
2156,2022-02-28,21,24800,"24531,450"
2157,2022-02-28,22,23650,"22984,713"
2158,2022-02-28,23,21900,"21559,250"
2159,2022-02-28,24,20700,"20318,975"
2160,2022-03-01,1,19250,"19287,875"
2161,2022-03-01,2,18500,"18699,813"
2162,2022-03-01,3,18150,"18468,038"
2163,2022-03-01,4,18300,"18561,800"
2164,2022-03-01,5,18850,"19003,163"
2165,2022-03-01,6,20300,"19919,263"
2166,2022-03-01,7,22850,"22075,913"
2167,2022-03-01,8,23600,"23443,438"
2168,2022-03-01,9,24050,"23618,613"
2169,2022-03-01,10,24000,"23186,188"
2170,2022-03-01,11,23450,"22649,450"
2171,2022-03-01,12,23550,"22683,400"
2172,2022-03-01,13,23900,"22659,675"
2173,2022-03-01,14,24250,"22783,250"
2174,2022-03-01,15,24000,"22848,100"
2175,2022-03-01,16,23950,"23386,688"
2176,2022-03-01,17,24000,"23961,913"
2177,2022-03-01,18,25150,"24575,575"
2178,2022-03-01,19,25350,"25160,463"
2179,2022-03-01,20,25350,"25112,625"
2180,2022-03-01,21,24700,"24556,525"
2181,2022-03-01,22,23350,"23089,275"
2182,2022-03-01,23,21700,"21617,875"
2183,2022-03-01,24,20450,"20398,025"
2184,2022-03-02,1,19100,"19449,488"
2185,2022-03-02,2,18350,"18834,200"
2186,2022-03-02,3,18000,"18576,550"
2187,2022-03-02,4,18100,"18691,100"
2188,2022-03-02,5,18650,"19124,900"
2189,2022-03-02,6,20100,"20034,938"
2190,2022-03-02,7,22650,"22162,925"
2191,2022-03-02,8,23800,"23696,275"
2192,2022-03-02,9,24300,"24069,788"
2193,2022-03-02,10,24350,"23599,388"
2194,2022-03-02,11,24100,"22796,200"
2195,2022-03-02,12,24250,"22825,400"
2196,2022-03-02,13,24400,"22845,675"
2197,2022-03-02,14,24650,"23053,025"
2198,2022-03-02,15,24150,"23149,463"
2199,2022-03-02,16,24100,"23477,013"
2200,2022-03-02,17,24200,"23995,788"
2201,2022-03-02,18,25100,"24441,113"
2202,2022-03-02,19,25250,"25205,013"
2203,2022-03-02,20,25200,"25349,263"
2204,2022-03-02,21,24750,"24768,325"
