,Data,Godz.,prog. zap 2022,zap 2022
4122,2022-05-21,20,19150,"17938,388"
4123,2022-05-21,21,19400,"18106,550"
4124,2022-05-21,22,19250,"18007,763"
4125,2022-05-21,23,18000,"16901,550"
4126,2022-05-21,24,16800,"15690,938"
4127,2022-05-22,1,15400,"14663,750"
4128,2022-05-22,2,14700,"14162,625"
4129,2022-05-22,3,14100,"13842,100"
4130,2022-05-22,4,13900,"13560,025"
4131,2022-05-22,5,13750,"13288,738"
4132,2022-05-22,6,13250,"12881,725"
4133,2022-05-22,7,14100,"13194,175"
4134,2022-05-22,8,15000,"13890,213"
4135,2022-05-22,9,15750,"14867,900"
4136,2022-05-22,10,16300,"15841,988"
4137,2022-05-22,11,16750,"16125,775"
4138,2022-05-22,12,16750,"16473,175"
4139,2022-05-22,13,16750,"16757,575"
4140,2022-05-22,14,16750,"16802,975"
4141,2022-05-22,15,16550,"16257,638"
4142,2022-05-22,16,16300,"16268,625"
4143,2022-05-22,17,16300,"15859,175"
4144,2022-05-22,18,16900,"16227,850"
4145,2022-05-22,19,17300,"16733,150"
4146,2022-05-22,20,17700,"16958,425"
4147,2022-05-22,21,18100,"17283,688"
4148,2022-05-22,22,18100,"17478,538"
4149,2022-05-22,23,17350,"16732,750"
4150,2022-05-22,24,16400,"15733,575"
4151,2022-05-23,1,15000,"14843,863"
4152,2022-05-23,2,14500,"14525,725"
4153,2022-05-23,3,14350,"14391,613"
4154,2022-05-23,4,14450,"14400,563"
4155,2022-05-23,5,14550,"14404,488"
4156,2022-05-23,6,16500,"15050,738"
4157,2022-05-23,7,19600,"17758,263"
4158,2022-05-23,8,21050,"19937,150"
4159,2022-05-23,9,21400,"20995,538"
4160,2022-05-23,10,21400,"21067,313"
4161,2022-05-23,11,21550,"20777,338"
4162,2022-05-23,12,21700,"21168,213"
4163,2022-05-23,13,21700,"21238,975"
4164,2022-05-23,14,21700,"20875,788"
4165,2022-05-23,15,21400,"20543,563"
4166,2022-05-23,16,21400,"20804,875"
4167,2022-05-23,17,21400,"20808,525"
4168,2022-05-23,18,21400,"20790,675"
4169,2022-05-23,19,21650,"20909,838"
4170,2022-05-23,20,22000,"21233,825"
4171,2022-05-23,21,22200,"21412,513"
4172,2022-05-23,22,22050,"21156,675"
4173,2022-05-23,23,20200,"19575,238"
4174,2022-05-23,24,18750,"18097,913"
4175,2022-05-24,1,17350,"17059,588"
4176,2022-05-24,2,16650,"16419,550"
4177,2022-05-24,3,16250,"16042,038"
4178,2022-05-24,4,16250,"15998,513"
4179,2022-05-24,5,16250,"15925,100"
4180,2022-05-24,6,17200,"16196,413"
4181,2022-05-24,7,20250,"18472,175"
4182,2022-05-24,8,21300,"20242,713"
4183,2022-05-24,9,21650,"20870,625"
4184,2022-05-24,10,21650,"20843,250"
4185,2022-05-24,11,21500,"20719,275"
4186,2022-05-24,12,21900,"21252,575"
4187,2022-05-24,13,22000,"21347,513"
4188,2022-05-24,14,22050,"21720,250"
4189,2022-05-24,15,21900,"21397,988"
4190,2022-05-24,16,21900,"21500,050"
4191,2022-05-24,17,21900,"21267,950"
4192,2022-05-24,18,21800,"21388,225"
4193,2022-05-24,19,21900,"21229,300"
4194,2022-05-24,20,21900,"21518,613"
4195,2022-05-24,21,22150,"21739,275"
4196,2022-05-24,22,22050,"21156,463"
4197,2022-05-24,23,20300,"19724,963"
4198,2022-05-24,24,18850,"18267,500"
4199,2022-05-25,1,17349,"17163,150"
4200,2022-05-25,2,16651,"16642,250"
4201,2022-05-25,3,16250,"16343,788"
4202,2022-05-25,4,16250,"16332,625"
4203,2022-05-25,5,16250,"16233,725"
4204,2022-05-25,6,17200,"16641,150"
4205,2022-05-25,7,20349,"18879,825"
4206,2022-05-25,8,21600,"20904,713"
4207,2022-05-25,9,21950,"21733,988"
4208,2022-05-25,10,21950,"21945,750"
4209,2022-05-25,11,21800,"21927,288"
4210,2022-05-25,12,22000,"22362,175"
4211,2022-05-25,13,22100,"22511,200"
4212,2022-05-25,14,22151,"22387,325"
4213,2022-05-25,15,22000,"21949,075"
4214,2022-05-25,16,22000,"21995,025"
4215,2022-05-25,17,22000,"21809,588"
4216,2022-05-25,18,21900,"21508,063"
4217,2022-05-25,19,21901,"21390,925"
4218,2022-05-25,20,21900,"21637,075"
4219,2022-05-25,21,22150,"21690,075"
4220,2022-05-25,22,22050,"21324,588"
4221,2022-05-25,23,20300,"19883,450"
4222,2022-05-25,24,18850,"18405,138"
4223,2022-05-26,1,17350,"17156,863"
4224,2022-05-26,2,16650,"16411,025"
4225,2022-05-26,3,16250,"16003,125"
4226,2022-05-26,4,16250,"16029,125"
4227,2022-05-26,5,16250,"15787,613"
4228,2022-05-26,6,17200,"16117,438"
4229,2022-05-26,7,20250,"18477,213"
4230,2022-05-26,8,21300,"20524,938"
4231,2022-05-26,9,21650,"21140,325"
4232,2022-05-26,10,21650,"20995,413"
4233,2022-05-26,11,21500,"20849,713"
4234,2022-05-26,12,21800,"21153,825"
4235,2022-05-26,13,21850,"21572,150"
4236,2022-05-26,14,21850,"21389,825"
4237,2022-05-26,15,21400,"20912,138"
4238,2022-05-26,16,21500,"20759,850"
4239,2022-05-26,17,21500,"21163,188"
4240,2022-05-26,18,21400,"20875,500"
4241,2022-05-26,19,21450,"21006,775"
4242,2022-05-26,20,21500,"21176,875"
4243,2022-05-26,21,21850,"21453,163"
4244,2022-05-26,22,21850,"21118,450"
4245,2022-05-26,23,20300,"19713,538"
4246,2022-05-26,24,18850,"18226,575"
4247,2022-05-27,1,17349,"17035,300"
4248,2022-05-27,2,16651,"16374,800"
4249,2022-05-27,3,16250,"15995,463"
4250,2022-05-27,4,16250,"16099,600"
4251,2022-05-27,5,16300,"16064,263"
4252,2022-05-27,6,17300,"16389,088"
4253,2022-05-27,7,20449,"18602,575"
4254,2022-05-27,8,21450,"20775,388"
4255,2022-05-27,9,21850,"21653,538"
4256,2022-05-27,10,21850,"21831,813"
4257,2022-05-27,11,21800,"21645,950"
4258,2022-05-27,12,22100,"21876,350"
4259,2022-05-27,13,22150,"22237,175"
4260,2022-05-27,14,22201,"21889,538"
4261,2022-05-27,15,22050,"21439,213"
4262,2022-05-27,16,22000,"21364,013"
4263,2022-05-27,17,21900,"21182,513"
4264,2022-05-27,18,21850,"20907,138"
4265,2022-05-27,19,21851,"20810,975"
4266,2022-05-27,20,21900,"21160,475"
4267,2022-05-27,21,22000,"21239,200"
4268,2022-05-27,22,21900,"20832,013"
4269,2022-05-27,23,20300,"19438,063"
4270,2022-05-27,24,18850,"18291,063"
4271,2022-05-28,1,17350,"17007,963"
4272,2022-05-28,2,16450,"16261,163"
4273,2022-05-28,3,15900,"15703,213"
4274,2022-05-28,4,15650,"15581,850"
4275,2022-05-28,5,15600,"15148,725"
4276,2022-05-28,6,15400,"14931,413"
4277,2022-05-28,7,16900,"15659,675"
4278,2022-05-28,8,18150,"16907,550"
4279,2022-05-28,9,19350,"17778,338"
4280,2022-05-28,10,19900,"18367,050"
4281,2022-05-28,11,20000,"18359,650"
4282,2022-05-28,12,20000,"18779,750"
4283,2022-05-28,13,19900,"18811,975"
4284,2022-05-28,14,19600,"18175,650"
4285,2022-05-28,15,19200,"17605,750"
4286,2022-05-28,16,18800,"17734,238"
4287,2022-05-28,17,18650,"17532,263"
4288,2022-05-28,18,18650,"17692,988"
4289,2022-05-28,19,18650,"17637,425"
4290,2022-05-28,20,18650,"18174,450"
4291,2022-05-28,21,18900,"18517,538"
4292,2022-05-28,22,18850,"18325,225"
4293,2022-05-28,23,17750,"17427,213"
4294,2022-05-28,24,16450,"16210,550"
4295,2022-05-29,1,15250,"15088,525"
4296,2022-05-29,2,14600,"14322,050"
4297,2022-05-29,3,14050,"13922,800"
4298,2022-05-29,4,13850,"13821,625"
4299,2022-05-29,5,13700,"13342,300"
4300,2022-05-29,6,13200,"13031,875"
4301,2022-05-29,7,14150,"13438,725"
4302,2022-05-29,8,15050,"14232,800"
4303,2022-05-29,9,16000,"15147,413"
4304,2022-05-29,10,16900,"15762,663"
4305,2022-05-29,11,17400,"15984,413"
4306,2022-05-29,12,17700,"16311,950"
4307,2022-05-29,13,17800,"16122,488"
4308,2022-05-29,14,17900,"15880,338"
4309,2022-05-29,15,17550,"16068,250"
4310,2022-05-29,16,17200,"16136,463"
4311,2022-05-29,17,16800,"15955,625"
4312,2022-05-29,18,17050,"16176,788"
4313,2022-05-29,19,17250,"16650,763"
4314,2022-05-29,20,17600,"16953,688"
4315,2022-05-29,21,17900,"17416,150"
4316,2022-05-29,22,18000,"17562,888"
4317,2022-05-29,23,17200,"16941,850"
4318,2022-05-29,24,16250,"15907,850"
4319,2022-05-30,1,15000,"15001,338"
4320,2022-05-30,2,14500,"14600,488"
4321,2022-05-30,3,14350,"14337,413"
4322,2022-05-30,4,14450,"14407,363"
4323,2022-05-30,5,14650,"14500,300"
4324,2022-05-30,6,16600,"15201,563"
4325,2022-05-30,7,19700,"18258,625"
4326,2022-05-30,8,21350,"20543,575"
4327,2022-05-30,9,21900,"21772,600"
4328,2022-05-30,10,22050,"22085,525"
4329,2022-05-30,11,22250,"21638,050"
4330,2022-05-30,12,22400,"22012,063"
4331,2022-05-30,13,22500,"21699,888"
4332,2022-05-30,14,22500,"21204,675"
4333,2022-05-30,15,22000,"21348,963"
4334,2022-05-30,16,21850,"20947,925"
4335,2022-05-30,17,21650,"20827,825"
4336,2022-05-30,18,21400,"20977,388"
4337,2022-05-30,19,21350,"20825,063"
4338,2022-05-30,20,21550,"21215,600"
4339,2022-05-30,21,21850,"21495,725"
4340,2022-05-30,22,21650,"21004,263"
4341,2022-05-30,23,20200,"19651,125"
4342,2022-05-30,24,18850,"18153,075"
4343,2022-05-31,1,17399,"16967,613"
4344,2022-05-31,2,16701,"16354,000"
4345,2022-05-31,3,16200,"15988,863"
4346,2022-05-31,4,16200,"16076,388"
4347,2022-05-31,5,16200,"15965,600"
4348,2022-05-31,6,17300,"16312,938"
4349,2022-05-31,7,20349,"18728,200"
4350,2022-05-31,8,21500,"20679,800"
4351,2022-05-31,9,22050,"21263,150"
4352,2022-05-31,10,22050,"21127,825"
4353,2022-05-31,11,22050,"20707,438"
4354,2022-05-31,12,22350,"21030,025"
4355,2022-05-31,13,22500,"21040,763"
4356,2022-05-31,14,22400,"20613,375"
4357,2022-05-31,15,22150,"20620,700"
4358,2022-05-31,16,22000,"20887,838"
4359,2022-05-31,17,21850,"21006,613"
4360,2022-05-31,18,21700,"20998,888"
4361,2022-05-31,19,21750,"21112,750"
4362,2022-05-31,20,21800,"21290,188"
4363,2022-05-31,21,22050,"21535,575"
4364,2022-05-31,22,21900,"21154,788"
4365,2022-05-31,23,20300,"19681,838"
4366,2022-05-31,24,18850,"18216,188"
4367,2022-06-01,1,17500,"17128,763"
4368,2022-06-01,2,16751,"16449,413"
4369,2022-06-01,3,16300,"16154,500"
4370,2022-06-01,4,16300,"16141,338"
4371,2022-06-01,5,16250,"16127,925"
4372,2022-06-01,6,17300,"16473,825"
4373,2022-06-01,7,20249,"18790,350"
4374,2022-06-01,8,21550,"20578,725"
4375,2022-06-01,9,22100,"21273,738"
4376,2022-06-01,10,22100,"21355,350"
4377,2022-06-01,11,22300,"21436,113"
4378,2022-06-01,12,22600,"21736,613"
4379,2022-06-01,13,22700,"21722,688"
4380,2022-06-01,14,22600,"21612,713"
4381,2022-06-01,15,22150,"21079,350"
4382,2022-06-01,16,21900,"20967,163"
4383,2022-06-01,17,21800,"20642,063"
4384,2022-06-01,18,21650,"20882,013"
4385,2022-06-01,19,21650,"20812,600"
4386,2022-06-01,20,21800,"21309,350"
4387,2022-06-01,21,21950,"21556,000"
4388,2022-06-01,22,21900,"21245,213"
4389,2022-06-01,23,20250,"19971,838"
4390,2022-06-01,24,18800,"18440,850"
4391,2022-06-02,1,17213,"17185,850"
4392,2022-06-02,2,16334,"16520,275"
4393,2022-06-02,3,16221,"16241,375"
4394,2022-06-02,4,16426,"16172,088"
4395,2022-06-02,5,16240,"16003,075"
4396,2022-06-02,6,16624,"16345,300"
4397,2022-06-02,7,19155,"18735,638"
4398,2022-06-02,8,21133,"20760,788"
4399,2022-06-02,9,22054,"21425,625"
4400,2022-06-02,10,21914,"21770,938"
4401,2022-06-02,11,21398,"21129,750"
4402,2022-06-02,12,21878,"21032,338"
4403,2022-06-02,13,21140,"20936,238"
4404,2022-06-02,14,20436,"20938,738"
4405,2022-06-02,15,20382,"20498,975"
4406,2022-06-02,16,20120,"20739,150"
4407,2022-06-02,17,20922,"20734,263"
4408,2022-06-02,18,20687,"20599,263"
4409,2022-06-02,19,20936,"20648,338"
4410,2022-06-02,20,21177,"21134,663"
4411,2022-06-02,21,21508,"21346,613"
4412,2022-06-02,22,20885,"21274,538"
4413,2022-06-02,23,19539,"19960,463"
4414,2022-06-02,24,18020,"18455,950"
4415,2022-06-03,1,17250,"17149,813"
4416,2022-06-03,2,16550,"16464,950"
4417,2022-06-03,3,16000,"16193,313"
4418,2022-06-03,4,16000,"16189,350"
4419,2022-06-03,5,16000,"15974,113"
4420,2022-06-03,6,17100,"16365,813"
4421,2022-06-03,7,20050,"18665,925"
4422,2022-06-03,8,21300,"20598,475"
4423,2022-06-03,9,21750,"21382,288"
4424,2022-06-03,10,21750,"21112,063"
4425,2022-06-03,11,21500,"20723,350"
4426,2022-06-03,12,21800,"20788,700"
4427,2022-06-03,13,21900,"20912,250"
4428,2022-06-03,14,21900,"20672,238"
4429,2022-06-03,15,21700,"20386,625"
4430,2022-06-03,16,21750,"20735,425"
4431,2022-06-03,17,21750,"20860,688"
4432,2022-06-03,18,21750,"20861,863"
4433,2022-06-03,19,21751,"20928,050"
4434,2022-06-03,20,21750,"21056,300"
4435,2022-06-03,21,21800,"21072,788"
4436,2022-06-03,22,21800,"20782,725"
4437,2022-06-03,23,20250,"19469,675"
4438,2022-06-03,24,18850,"18039,075"
4439,2022-06-04,1,17300,"16886,375"
4440,2022-06-04,2,16450,"16199,038"
4441,2022-06-04,3,15950,"15838,588"
4442,2022-06-04,4,15700,"15599,888"
4443,2022-06-04,5,15350,"15205,500"
4444,2022-06-04,6,15350,"14963,313"
4445,2022-06-04,7,16850,"15802,525"
4446,2022-06-04,8,18100,"17063,063"
4447,2022-06-04,9,19300,"18326,588"
4448,2022-06-04,10,19750,"19140,900"
4449,2022-06-04,11,19950,"19658,600"
4450,2022-06-04,12,20000,"19574,738"
4451,2022-06-04,13,20000,"19522,613"
4452,2022-06-04,14,19800,"18968,338"
4453,2022-06-04,15,18700,"18627,113"
4454,2022-06-04,16,18600,"18605,125"
4455,2022-06-04,17,18450,"18175,038"
4456,2022-06-04,18,18350,"17963,050"
4457,2022-06-04,19,18300,"17902,425"
4458,2022-06-04,20,18450,"17918,450"
4459,2022-06-04,21,18700,"17953,063"
4460,2022-06-04,22,18700,"17898,113"
4461,2022-06-04,23,17900,"17196,738"
4462,2022-06-04,24,16650,"16054,838"
4463,2022-06-05,1,15350,"15071,138"
4464,2022-06-05,2,14550,"14406,150"
4465,2022-06-05,3,14100,"13895,238"
4466,2022-06-05,4,13900,"13574,038"
4467,2022-06-05,5,13500,"13150,275"
4468,2022-06-05,6,12950,"12852,488"
4469,2022-06-05,7,13650,"13128,938"
4470,2022-06-05,8,14550,"13863,963"
4471,2022-06-05,9,15550,"14845,288"
4472,2022-06-05,10,16250,"15496,175"
4473,2022-06-05,11,16650,"15682,738"
4474,2022-06-05,12,16700,"15741,425"
4475,2022-06-05,13,16700,"15757,925"
4476,2022-06-05,14,16700,"15721,188"
4477,2022-06-05,15,16700,"15538,613"
4478,2022-06-05,16,16700,"15203,763"
4479,2022-06-05,17,16400,"15352,650"
4480,2022-06-05,18,16700,"15779,763"
4481,2022-06-05,19,17000,"16344,813"
4482,2022-06-05,20,17300,"16730,875"
4483,2022-06-05,21,17750,"17080,600"
4484,2022-06-05,22,17850,"17293,413"
4485,2022-06-05,23,17300,"16754,850"
4486,2022-06-05,24,16300,"15476,588"
4487,2022-06-06,1,15000,"14524,400"
4488,2022-06-06,2,14500,"14049,263"
4489,2022-06-06,3,14250,"13885,588"
4490,2022-06-06,4,14250,"13766,725"
4491,2022-06-06,5,14250,"13596,725"
4492,2022-06-06,6,16050,"14318,150"
4493,2022-06-06,7,19450,"17379,675"
4494,2022-06-06,8,21050,"19769,375"
4495,2022-06-06,9,21800,"20914,088"
4496,2022-06-06,10,21800,"21215,375"
4497,2022-06-06,11,21750,"20962,263"
4498,2022-06-06,12,22000,"21137,163"
4499,2022-06-06,13,22050,"20925,238"
4500,2022-06-06,14,22250,"20998,563"
4501,2022-06-06,15,21750,"21043,738"
4502,2022-06-06,16,21700,"21024,050"
4503,2022-06-06,17,21650,"21291,238"
4504,2022-06-06,18,21650,"21450,663"
4505,2022-06-06,19,21600,"21307,875"
4506,2022-06-06,20,21600,"21636,338"
4507,2022-06-06,21,21700,"21629,225"
4508,2022-06-06,22,21700,"21135,000"
4509,2022-06-06,23,20300,"19845,900"
4510,2022-06-06,24,18800,"18492,500"
4511,2022-06-07,1,17500,"17206,363"
4512,2022-06-07,2,16751,"16571,863"
4513,2022-06-07,3,16200,"16360,813"
4514,2022-06-07,4,16200,"16242,525"
4515,2022-06-07,5,16200,"15963,938"
4516,2022-06-07,6,17200,"16260,938"
4517,2022-06-07,7,20200,"18633,163"
4518,2022-06-07,8,21600,"20648,163"
4519,2022-06-07,9,22000,"21560,038"
4520,2022-06-07,10,22000,"21754,675"
4521,2022-06-07,11,21900,"21492,838"
4522,2022-06-07,12,22000,"22028,013"
4523,2022-06-07,13,22350,"21994,450"
4524,2022-06-07,14,22400,"22171,938"
4525,2022-06-07,15,21850,"22023,125"
4526,2022-06-07,16,21850,"21897,663"
4527,2022-06-07,17,21700,"21682,825"
4528,2022-06-07,18,21600,"21413,250"
4529,2022-06-07,19,21550,"21506,963"
4530,2022-06-07,20,21700,"21871,125"
4531,2022-06-07,21,21850,"21883,975"
4532,2022-06-07,22,21800,"21193,113"
4533,2022-06-07,23,20250,"19842,650"
4534,2022-06-07,24,18800,"18388,688"
4535,2022-06-08,1,17500,"17170,025"
4536,2022-06-08,2,16751,"16516,913"
4537,2022-06-08,3,16200,"16129,713"
4538,2022-06-08,4,16200,"16101,325"
4539,2022-06-08,5,16200,"15985,613"
4540,2022-06-08,6,17200,"16559,275"
4541,2022-06-08,7,20300,"19001,613"
4542,2022-06-08,8,21600,"20892,575"
4543,2022-06-08,9,22100,"21723,900"
4544,2022-06-08,10,22100,"21843,850"
4545,2022-06-08,11,22050,"21669,550"
4546,2022-06-08,12,22200,"21975,725"
4547,2022-06-08,13,22450,"22079,275"
4548,2022-06-08,14,22500,"22162,100"
4549,2022-06-08,15,21900,"21881,625"
4550,2022-06-08,16,21900,"21778,788"
4551,2022-06-08,17,21750,"21368,088"
4552,2022-06-08,18,21600,"21400,213"
4553,2022-06-08,19,21450,"21286,700"
4554,2022-06-08,20,21600,"21681,025"
4555,2022-06-08,21,21650,"21786,675"
4556,2022-06-08,22,21700,"21322,863"
4557,2022-06-08,23,20200,"20070,913"
4558,2022-06-08,24,18750,"18521,800"
4559,2022-06-09,1,17500,"17411,063"
4560,2022-06-09,2,16751,"16744,713"
4561,2022-06-09,3,16200,"16436,150"
4562,2022-06-09,4,16200,"16406,113"
4563,2022-06-09,5,16100,"16181,900"
4564,2022-06-09,6,17350,"16505,188"
4565,2022-06-09,7,20300,"18855,938"
4566,2022-06-09,8,21650,"20953,113"
4567,2022-06-09,9,22250,"21766,325"
4568,2022-06-09,10,22250,"21954,475"
4569,2022-06-09,11,22000,"22101,725"
4570,2022-06-09,12,22300,"22285,963"
4571,2022-06-09,13,22450,"22294,250"
4572,2022-06-09,14,22500,"22084,850"
4573,2022-06-09,15,21900,"22259,675"
4574,2022-06-09,16,21900,"22646,288"
4575,2022-06-09,17,21900,"22090,325"
4576,2022-06-09,18,21900,"21945,913"
4577,2022-06-09,19,21800,"21811,150"
4578,2022-06-09,20,21950,"21991,075"
4579,2022-06-09,21,21950,"21831,913"
4580,2022-06-09,22,21900,"21160,288"
4581,2022-06-09,23,20350,"19978,975"
4582,2022-06-09,24,18800,"18595,350"
4583,2022-06-10,1,17450,"17421,850"
4584,2022-06-10,2,16650,"16783,588"
4585,2022-06-10,3,16000,"16463,688"
4586,2022-06-10,4,16000,"16340,400"
4587,2022-06-10,5,16100,"16124,375"
4588,2022-06-10,6,17300,"16562,463"
4589,2022-06-10,7,20350,"19016,813"
4590,2022-06-10,8,21700,"20914,675"
4591,2022-06-10,9,22300,"21803,775"
4592,2022-06-10,10,22300,"22323,125"
4593,2022-06-10,11,22300,"22072,600"
4594,2022-06-10,12,22300,"22378,638"
4595,2022-06-10,13,22300,"22339,975"
4596,2022-06-10,14,22300,"21938,488"
4597,2022-06-10,15,21850,"21483,450"
4598,2022-06-10,16,21800,"21374,275"
4599,2022-06-10,17,21600,"21555,675"
4600,2022-06-10,18,21500,"21383,438"
4601,2022-06-10,19,21550,"21146,938"
4602,2022-06-10,20,21900,"21383,663"
4603,2022-06-10,21,21850,"21345,438"
4604,2022-06-10,22,21600,"20846,188"
4605,2022-06-10,23,20150,"19955,938"
4606,2022-06-10,24,18800,"18563,550"
4607,2022-06-11,1,17300,"17274,325"
4608,2022-06-11,2,16300,"16477,213"
4609,2022-06-11,3,15800,"16033,325"
4610,2022-06-11,4,15550,"15865,200"
4611,2022-06-11,5,15100,"15280,950"
4612,2022-06-11,6,15000,"15156,813"
4613,2022-06-11,7,16350,"16037,450"
4614,2022-06-11,8,17650,"17526,075"
4615,2022-06-11,9,18800,"18662,288"
4616,2022-06-11,10,19450,"19247,425"
4617,2022-06-11,11,19700,"19343,200"
4618,2022-06-11,12,19650,"19212,713"
4619,2022-06-11,13,19550,"18989,888"
4620,2022-06-11,14,19400,"18683,625"
4621,2022-06-11,15,18750,"18187,900"
4622,2022-06-11,16,18550,"18175,875"
4623,2022-06-11,17,18300,"18144,400"
4624,2022-06-11,18,18050,"18357,075"
4625,2022-06-11,19,18000,"18339,013"
4626,2022-06-11,20,18100,"18420,875"
4627,2022-06-11,21,18100,"18424,500"
4628,2022-06-11,22,18100,"18442,900"
4629,2022-06-11,23,17650,"17754,550"
4630,2022-06-11,24,16450,"16495,113"
4631,2022-06-12,1,15200,"15252,738"
4632,2022-06-12,2,14500,"14576,400"
4633,2022-06-12,3,14050,"14109,063"
4634,2022-06-12,4,13650,"13838,450"
4635,2022-06-12,5,13150,"13188,088"
4636,2022-06-12,6,12750,"12947,163"
4637,2022-06-12,7,13450,"13345,163"
4638,2022-06-12,8,14650,"14341,888"
4639,2022-06-12,9,15550,"15277,188"
4640,2022-06-12,10,16150,"15895,725"
4641,2022-06-12,11,16550,"15971,775"
4642,2022-06-12,12,16650,"16080,013"
4643,2022-06-12,13,16600,"16185,163"
4644,2022-06-12,14,16600,"16166,413"
4645,2022-06-12,15,16100,"16169,275"
4646,2022-06-12,16,15800,"15923,638"
4647,2022-06-12,17,16000,"15855,113"
4648,2022-06-12,18,16450,"16349,050"
4649,2022-06-12,19,16750,"16838,313"
4650,2022-06-12,20,17100,"17088,475"
4651,2022-06-12,21,17400,"17359,263"
4652,2022-06-12,22,17600,"17627,838"
4653,2022-06-12,23,17350,"17286,950"
4654,2022-06-12,24,16150,"16143,888"
4655,2022-06-13,1,15000,"15179,025"
4656,2022-06-13,2,14500,"14767,925"
4657,2022-06-13,3,14200,"14601,300"
4658,2022-06-13,4,14250,"14646,675"
4659,2022-06-13,5,14400,"14454,338"
4660,2022-06-13,6,16200,"15051,038"
4661,2022-06-13,7,19700,"17739,725"
4662,2022-06-13,8,21350,"20106,788"
4663,2022-06-13,9,22300,"21364,275"
4664,2022-06-13,10,22350,"22027,050"
4665,2022-06-13,11,22350,"21726,738"
4666,2022-06-13,12,22500,"22034,650"
4667,2022-06-13,13,22550,"21928,438"
4668,2022-06-13,14,22700,"21943,363"
4669,2022-06-13,15,22350,"21764,000"
4670,2022-06-13,16,22300,"21699,825"
4671,2022-06-13,17,21900,"21376,875"
4672,2022-06-13,18,21900,"20900,725"
4673,2022-06-13,19,21900,"20884,275"
4674,2022-06-13,20,21950,"21156,513"
4675,2022-06-13,21,21900,"21062,913"
4676,2022-06-13,22,21800,"20623,250"
4677,2022-06-13,23,20350,"19405,600"
4678,2022-06-13,24,18900,"18069,375"
4679,2022-06-14,1,17300,"16859,000"
4680,2022-06-14,2,16551,"16227,450"
4681,2022-06-14,3,16000,"15971,738"
4682,2022-06-14,4,16000,"15904,813"
4683,2022-06-14,5,16000,"15486,988"
4684,2022-06-14,6,17000,"15979,700"
4685,2022-06-14,7,20000,"18297,950"
4686,2022-06-14,8,21400,"20211,375"
4687,2022-06-14,9,21800,"21120,100"
4688,2022-06-14,10,21800,"21278,375"
4689,2022-06-14,11,21500,"20929,125"
4690,2022-06-14,12,21600,"21296,363"
4691,2022-06-14,13,21750,"21441,925"
4692,2022-06-14,14,21800,"21358,575"
4693,2022-06-14,15,21450,"21092,263"
4694,2022-06-14,16,21500,"20925,463"
4695,2022-06-14,17,21400,"20887,150"
4696,2022-06-14,18,21300,"20772,438"
4697,2022-06-14,19,21350,"21009,763"
4698,2022-06-14,20,21500,"21175,788"
4699,2022-06-14,21,21650,"21193,425"
4700,2022-06-14,22,21600,"20822,450"
4701,2022-06-14,23,20350,"19755,888"
4702,2022-06-14,24,18900,"18387,813"
4703,2022-06-15,1,17300,"17160,388"
4704,2022-06-15,2,16551,"16552,463"
4705,2022-06-15,3,16000,"16153,525"
4706,2022-06-15,4,15950,"16048,663"
4707,2022-06-15,5,15700,"15773,438"
4708,2022-06-15,6,16950,"16138,850"
4709,2022-06-15,7,19900,"18429,313"
4710,2022-06-15,8,21300,"20344,950"
4711,2022-06-15,9,21700,"21086,975"
4712,2022-06-15,10,21700,"21192,338"
4713,2022-06-15,11,21400,"21172,025"
4714,2022-06-15,12,21500,"21376,475"
4715,2022-06-15,13,21650,"21424,050"
4716,2022-06-15,14,21700,"21257,575"
4717,2022-06-15,15,21350,"21081,700"
4718,2022-06-15,16,21400,"21169,663"
4719,2022-06-15,17,21300,"21046,125"
4720,2022-06-15,18,21150,"21112,725"
4721,2022-06-15,19,21150,"20851,913"
4722,2022-06-15,20,21300,"20848,700"
4723,2022-06-15,21,21400,"20804,100"
4724,2022-06-15,22,21250,"20328,663"
4725,2022-06-15,23,20200,"19214,138"
4726,2022-06-15,24,18800,"17701,575"
4727,2022-06-16,1,16600,"16427,450"
4728,2022-06-16,2,15550,"15672,413"
4729,2022-06-16,3,14950,"15151,113"
4730,2022-06-16,4,14650,"14794,888"
4731,2022-06-16,5,14000,"14274,763"
4732,2022-06-16,6,13350,"13688,875"
4733,2022-06-16,7,13850,"13773,113"
4734,2022-06-16,8,14850,"14517,013"
4735,2022-06-16,9,15800,"15347,625"
4736,2022-06-16,10,16350,"15808,263"
4737,2022-06-16,11,16450,"16091,763"
4738,2022-06-16,12,16450,"16151,813"
4739,2022-06-16,13,16500,"16211,075"
4740,2022-06-16,14,16550,"16380,838"
4741,2022-06-16,15,16500,"16358,700"
4742,2022-06-16,16,16200,"15975,813"
4743,2022-06-16,17,16050,"16267,900"
4744,2022-06-16,18,16350,"16100,500"
4745,2022-06-16,19,16700,"16203,350"
4746,2022-06-16,20,16950,"16494,750"
4747,2022-06-16,21,17050,"16661,325"
4748,2022-06-16,22,17200,"16737,938"
4749,2022-06-16,23,17000,"16365,238"
4750,2022-06-16,24,15950,"15275,163"
4751,2022-06-17,1,14650,"14321,475"
4752,2022-06-17,2,13950,"13811,663"
4753,2022-06-17,3,13650,"13587,175"
4754,2022-06-17,4,13500,"13464,000"
4755,2022-06-17,5,13150,"13227,563"
4756,2022-06-17,6,14450,"13555,150"
