Doba;Godzina;Prognozowane zapotrzebowanie sieci;Wymagana rezerwa mocy OSP;Nadwy¿ka mocy dostêpna dla OSP (7) + (9) - [(3) - (12)] - (13);Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB;Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB dostêpna dla OSP;Przewidywana generacja JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB (3) - (9) - (12);Prognozowana generacja JW i magazynów energii nie œwiadcz¹cych us³ug bilansuj¹cych w ramach RB;Prognozowana sumaryczna generacja Ÿróde³ wiatrowych;Prognozowana sumaryczna generacja Ÿróde³ fotowoltaicznych;Planowane saldo wymiany miêdzysystemowej;Prognozowana wielkoœæ niedyspozycyjnoœci wynikaj¹ca z ograniczeñ sieciowych wystêpuj¹cych w sieci przesy³owej oraz sieci dystrybucyjnej w zakresie dostarczania energii elektrycznej;Przewidywana generacja zasobów wytwórczych nieobjêtych obowi¹zkami mocowymi;Obowi¹zki mocowe wszystkich jednostek rynku mocy
2023-08-02;12;19725;3550;5603;22086;22 086;16483;3242;10;2775;0;0;2566;22795
2023-08-02;13;19752;3555;5613;22086;22 086;16473;3279;12;2888;0;0;2617;22795
2023-08-02;14;19716;3549;5540;22086;22 086;16546;3170;12;2781;0;0;2562;22795
2023-08-02;15;19684;3543;5502;22209;22 209;16706;2978;12;2508;0;0;2432;22795
2023-08-02;16;19534;3516;5502;22263;22 263;16761;2773;12;2115;0;0;2251;22795
2023-08-02;17;19464;3504;5502;22462;22 462;16960;2504;13;1579;0;0;2003;22795
2023-08-02;18;19417;3495;5502;22686;22 686;17184;2234;11;1007;0;0;1742;22795
2023-08-02;19;19448;3501;5502;22955;22 955;17453;1995;8;469;0;0;1502;22795
2023-08-02;20;19533;3516;5502;23149;23 149;17647;1886;8;158;0;0;1367;22795
2023-08-02;21;19818;3567;5502;23487;23 487;17985;1833;11;0;0;0;1313;22795
2023-08-02;22;19830;3569;5502;23465;23 465;17963;1867;15;0;0;0;1333;22795
2023-08-02;23;18538;3337;5502;22241;22 241;16739;1800;22;0;0;0;1321;0
2023-08-02;24;16839;3031;7006;22086;22 086;15080;1759;25;0;0;0;1226;0
2023-08-03;01;16536;2977;7251;22086;22 086;14835;1701;22;0;0;0;1186;0
2023-08-03;02;16401;2952;7382;22086;22 086;14704;1697;23;0;0;0;1179;0
2023-08-03;03;16125;2903;7652;22086;22 086;14434;1691;21;0;0;0;1161;0
2023-08-03;04;16042;2888;7732;22086;22 086;14354;1688;17;0;0;0;1154;0
2023-08-03;05;16127;2903;7654;22086;22 086;14432;1695;16;1;0;0;1162;0
2023-08-03;06;16228;2921;7695;22086;22 086;14391;1837;15;311;0;0;1297;0
2023-08-03;07;16881;3039;7235;22086;22 086;14851;2030;13;686;0;0;1497;0
2023-08-03;08;18289;3292;6109;22086;22 086;15977;2312;6;1249;0;0;1817;22795
2023-08-03;09;19091;3436;5602;22086;22 086;16484;2607;2;1789;0;0;2092;22795
2023-08-03;10;19592;3527;5392;22148;22 148;16756;2836;1;2213;0;0;2303;22795
2023-08-03;11;19666;3540;5481;22086;22 086;16605;3061;1;2565;0;0;2466;22795
2023-08-03;12;19904;3583;5417;22086;22 086;16669;3235;2;2787;0;0;2579;22795
2023-08-03;13;19844;3572;5497;22086;22 086;16589;3255;4;2891;0;0;2621;22795
2023-08-03;14;19805;3565;5483;22086;22 086;16603;3202;9;2790;0;0;2576;22795
2023-08-03;15;19777;3560;5392;22217;22 217;16825;2952;9;2511;0;0;2436;22795
2023-08-03;16;19727;3551;5392;22377;22 377;16985;2742;8;2104;0;0;2245;22795
2023-08-03;17;19656;3538;5392;22562;22 562;17171;2485;8;1570;0;0;1998;22795
2023-08-03;18;19425;3497;5392;22604;22 604;17212;2213;7;998;0;0;1737;22795
2023-08-03;19;19544;3518;5392;22945;22 945;17554;1991;9;466;0;0;1507;22795
2023-08-03;20;19628;3533;5392;23140;23 140;17748;1880;11;158;0;0;1376;22795
2023-08-03;21;19914;3584;5392;23469;23 469;18077;1837;15;0;0;0;1325;22795
2023-08-03;22;19926;3587;5392;23460;23 460;18069;1857;14;0;0;0;1339;22795
2023-08-03;23;18542;3337;5392;22141;22 141;16749;1792;20;0;0;0;1327;0
2023-08-03;24;16842;3032;7002;22086;22 086;15084;1758;19;0;0;0;1224;0
2023-08-04;01;16506;2971;7482;22302;22 302;14820;1686;23;0;0;0;1186;0
2023-08-04;02;16404;2953;7572;22302;22 302;14730;1674;13;0;0;0;1171;0
2023-08-04;03;16049;2889;7924;22302;22 302;14378;1671;13;0;0;0;1152;0
2023-08-04;04;16037;2887;7932;22302;22 302;14370;1667;8;0;0;0;1147;0
2023-08-04;05;16130;2903;7858;22302;22 302;14444;1686;7;1;0;0;1157;0
2023-08-04;06;16323;2938;7807;22302;22 302;14495;1828;6;311;0;0;1297;0
2023-08-04;07;16851;3033;7469;22302;22 302;14833;2019;4;686;0;0;1490;0
2023-08-04;08;18195;3275;6419;22302;22 302;15883;2312;5;1256;0;0;1816;22795
2023-08-04;09;18906;3403;5980;22302;22 302;16322;2584;3;1796;0;0;2084;22795
2023-08-04;10;19498;3510;5886;22545;22 545;16659;2838;4;2221;0;0;2294;22795
2023-08-04;11;19579;3524;5886;22425;22 425;16539;3040;3;2558;0;0;2449;22795
2023-08-04;12;19728;3551;5886;22419;22 419;16534;3194;4;2776;0;0;2552;22795
2023-08-04;13;19756;3556;5886;22410;22 410;16524;3231;3;2887;0;0;2601;22795
2023-08-04;14;19718;3549;5886;22466;22 466;16580;3138;3;2783;0;0;2545;22795
2023-08-04;15;19597;3527;5886;22518;22 518;16632;2965;8;2505;0;0;2417;22795
2023-08-04;16;19452;3501;5886;22608;22 608;16722;2729;8;2104;0;0;2226;22795
2023-08-04;17;19289;3472;5886;22698;22 698;16812;2477;13;1569;0;0;1985;22795
2023-08-04;18;19150;3447;5886;22819;22 819;16933;2217;5;997;0;0;1722;22795
2023-08-04;19;19085;3435;5886;22984;22 984;17099;1986;10;465;0;0;1493;22795
2023-08-04;20;19168;3450;5886;23204;23 204;17318;1851;9;158;0;0;1355;22795
2023-08-04;21;19454;3502;5886;23523;23 523;17637;1816;9;0;0;0;1303;22795
2023-08-04;22;19466;3504;5886;23492;23 492;17606;1860;11;0;0;0;1323;22795
2023-08-04;23;18082;3255;6011;22302;22 302;16291;1791;15;0;0;0;1303;0
2023-08-04;24;16539;2977;7495;22302;22 302;14807;1732;16;0;0;0;1205;0
2023-08-05;01;15296;2753;8704;22302;22 302;13598;1698;17;0;0;0;1123;0
2023-08-05;02;15022;2704;8975;22302;22 302;13327;1695;18;0;0;0;1109;0
2023-08-05;03;15020;2704;8975;22302;22 302;13327;1693;19;0;0;0;1109;0
2023-08-05;04;15020;2704;8975;22302;22 302;13327;1693;19;0;0;0;1109;0
2023-08-05;05;15030;2705;8975;22302;22 302;13327;1704;23;1;0;0;1118;0
2023-08-05;06;14953;2692;9195;22302;22 302;13107;1846;22;310;0;0;1244;0
2023-08-05;07;15346;2762;8975;22302;22 302;13327;2019;16;686;0;0;1425;0
2023-08-05;08;15616;2811;8975;22302;22 302;13327;2290;9;1258;0;0;1688;0
2023-08-05;09;16145;2906;8725;22302;22 302;13577;2568;6;1797;0;0;1947;0
2023-08-05;10;16921;3046;8611;22723;22 723;14112;2809;6;2222;0;0;2154;0
2023-08-05;11;17094;3077;8611;22683;22 683;14073;3022;6;2560;0;0;2311;0
2023-08-05;12;16963;3053;8611;22389;22 389;13778;3185;5;2783;0;0;2416;0
2023-08-05;13;16717;3009;8866;22302;22 302;13436;3281;10;2892;0;0;2463;0
2023-08-05;14;16456;2962;8975;22302;22 302;13327;3129;12;2790;0;0;2395;0
2023-08-05;15;16281;2931;8975;22302;22 302;13327;2954;13;2512;0;0;2263;0
2023-08-05;16;16326;2939;8694;22302;22 302;13608;2718;16;2100;0;0;2086;0
2023-08-05;17;16253;2925;8611;22398;22 398;13787;2465;14;1570;0;0;1846;0
2023-08-05;18;16298;2934;8611;22686;22 686;14076;2223;9;997;0;0;1588;0
2023-08-05;19;16509;2972;8611;23148;23 148;14537;1972;13;465;0;0;1356;0
2023-08-05;20;16684;3003;8611;23451;23 451;14841;1843;9;158;0;0;1218;0
2023-08-05;21;16877;3038;8611;23688;23 688;15078;1800;14;0;0;0;1168;0
2023-08-05;22;16890;3040;8611;23664;23 664;15053;1837;26;0;0;0;1196;0
2023-08-05;23;15598;2808;8611;22411;22 411;13800;1797;36;0;0;0;1192;0
2023-08-05;24;15087;2716;8975;22302;22 302;13327;1760;43;0;0;0;1158;0
2023-08-06;01;13725;2471;10296;22302;22 302;12006;1719;53;0;0;0;1070;0
2023-08-06;02;12985;2337;11017;22302;22 302;11285;1700;47;0;0;0;1020;0
2023-08-06;03;12708;2287;11277;22302;22 302;11025;1682;48;0;0;0;1002;0
2023-08-06;04;12642;2276;11340;22302;22 302;10962;1680;43;0;0;0;997;0
2023-08-06;05;12638;2275;11340;22302;22 302;10962;1676;37;1;0;0;992;0
2023-08-06;06;12777;2300;11340;22302;22 302;10962;1815;26;311;0;0;1125;0
2023-08-06;07;12948;2331;11340;22302;22 302;10962;1986;18;669;0;0;1286;0
2023-08-06;08;13247;2385;11340;22302;22 302;10962;2285;9;1230;0;0;1538;0
2023-08-06;09;13510;2432;11340;22302;22 302;10962;2548;5;1774;0;0;1779;0
2023-08-06;10;13785;2481;11317;22302;22 302;10985;2800;4;2198;0;0;1990;0
2023-08-06;11;14058;2531;11282;22302;22 302;11020;3038;6;2541;0;0;2172;0
2023-08-06;12;14174;2551;11340;22302;22 302;10962;3211;4;2763;0;0;2280;0
2023-08-06;13;14249;2565;11340;22302;22 302;10962;3286;5;2881;0;0;2340;0
2023-08-06;14;14168;2550;11340;22302;22 302;10962;3205;9;2776;0;0;2301;0
2023-08-06;15;13986;2517;11340;22302;22 302;10962;3023;10;2506;0;0;2173;0
2023-08-06;16;13838;2491;11260;22302;22 302;11042;2796;15;2106;0;0;1988;0
2023-08-06;17;14142;2546;10707;22302;22 302;11595;2547;13;1571;0;0;1775;0
2023-08-06;18;14466;2604;10152;22335;22 335;12184;2282;17;999;0;0;1549;0
2023-08-06;19;14768;2658;10152;22887;22 887;12736;2033;16;466;0;0;1308;0
2023-08-06;20;15219;2739;10152;23479;23 479;13327;1892;19;158;0;0;1170;0
2023-08-06;21;15772;2839;9940;23900;23 900;13960;1812;15;0;0;0;1106;0
2023-08-06;22;16053;2890;9838;24078;24 078;14240;1814;15;0;0;0;1115;0
2023-08-06;23;14948;2691;10152;23302;23 302;13150;1798;18;0;0;0;1096;0
2023-08-06;24;14019;2523;10152;22437;22 437;12285;1734;20;0;0;0;1076;0
2023-08-07;01;14647;2636;9365;22302;22 302;12937;1710;17;0;0;0;1099;0
2023-08-07;02;14380;2588;9624;22302;22 302;12678;1703;18;0;0;0;1081;0
2023-08-07;03;14245;2564;9760;22302;22 302;12542;1703;23;0;0;0;1077;0
2023-08-07;04;14289;2572;9718;22302;22 302;12584;1706;23;0;0;0;1081;0
2023-08-07;05;14474;2605;9543;22302;22 302;12759;1714;30;1;0;0;1099;0
2023-08-07;06;14357;2584;9803;22302;22 302;12499;1858;29;309;0;0;1226;0
2023-08-07;07;16147;2907;8184;22302;22 302;14118;2029;20;685;0;0;1471;0
2023-08-07;08;17730;3191;6861;22302;22 302;15441;2288;8;1253;0;0;1785;22795
2023-08-07;09;18622;3352;6247;22302;22 302;16055;2568;4;1792;0;0;2061;22795
2023-08-07;10;18862;3395;6266;22302;22 302;16036;2827;3;2190;0;0;2258;22795
2023-08-07;11;19035;3426;6290;22302;22 302;16012;3023;3;2540;0;0;2426;22795
2023-08-07;12;19186;3453;6399;22302;22 302;15903;3283;4;2756;0;0;2544;22795
2023-08-07;13;19306;3475;6374;22302;22 302;15928;3377;5;2868;0;0;2607;22795
2023-08-07;14;19268;3468;6282;22302;22 302;16020;3248;5;2771;0;0;2561;22795
2023-08-07;15;19146;3446;6164;22302;22 302;16138;3008;7;2493;0;0;2425;22795
2023-08-07;16;19003;3421;6190;22396;22 396;16206;2797;10;2090;0;0;2239;22795
2023-08-07;17;18941;3409;6190;22602;22 602;16412;2529;10;1560;0;0;2002;22795
2023-08-07;18;18992;3419;6190;22881;22 881;16691;2301;12;991;0;0;1759;22795
2023-08-07;19;19111;3440;6190;23237;23 237;17047;2063;13;463;0;0;1526;22795
2023-08-07;20;19376;3488;6190;23645;23 645;17455;1921;20;157;0;0;1391;22795
2023-08-07;21;19836;3570;6107;24078;24 078;17971;1865;28;0;0;0;1334;22795
2023-08-07;22;19194;3455;6190;23541;23 541;17351;1843;25;0;0;0;1324;22795
2023-08-07;23;17716;3189;6393;22302;22 302;15909;1807;22;0;0;0;1297;0
2023-08-07;24;16204;2917;7853;22302;22 302;14449;1755;16;0;0;0;1197;0
2023-08-08;01;16003;2881;8047;22302;22 302;14255;1748;33;0;0;0;1198;0
2023-08-08;02;16053;2890;8002;22302;22 302;14300;1753;40;0;0;0;1207;0
2023-08-08;03;15831;2850;8211;22302;22 302;14091;1740;34;0;0;0;1186;0
2023-08-08;04;15774;2839;8261;22302;22 302;14041;1733;28;0;0;0;1177;0
2023-08-08;05;15960;2873;8077;22302;22 302;14225;1735;24;1;0;0;1187;0
2023-08-08;06;16157;2908;8014;22302;22 302;14288;1869;18;305;0;0;1319;0
2023-08-08;07;16807;3025;7543;22302;22 302;14759;2047;14;679;0;0;1511;0
2023-08-08;08;18126;3263;6491;22302;22 302;15811;2315;7;1228;0;0;1815;22795
2023-08-08;09;18922;3406;5976;22302;22 302;16326;2596;4;1768;0;0;2082;22795
2023-08-08;10;19239;3463;5938;22325;22 325;16387;2852;4;2189;0;0;2289;22795
2023-08-08;11;19317;3477;6048;22302;22 302;16254;3063;5;2537;0;0;2452;22795
2023-08-08;12;19468;3504;6058;22302;22 302;16244;3223;4;2746;0;0;2553;22795
2023-08-08;13;19586;3525;6057;22302;22 302;16245;3341;7;2855;0;0;2617;22795
2023-08-08;14;19547;3518;5976;22302;22 302;16326;3221;8;2756;0;0;2570;22795
2023-08-08;15;19333;3480;5979;22302;22 302;16323;3010;12;2480;0;0;2436;22795
2023-08-08;16;19187;3454;5938;22355;22 355;16417;2770;13;2077;0;0;2239;22795
2023-08-08;17;19116;3441;5900;22509;22 509;16609;2507;12;1549;0;0;1995;22795
2023-08-08;18;19250;3465;5915;22927;22 927;17011;2239;12;986;0;0;1737;22795
2023-08-08;19;19363;3485;5927;23320;23 320;17393;1970;7;462;0;0;1491;22795
2023-08-08;20;19539;3517;5927;23614;23 614;17687;1851;13;156;0;0;1362;22795
2023-08-08;21;19822;3568;5927;23925;23 925;17998;1824;13;0;0;0;1306;22795
2023-08-08;22;19546;3518;5927;23671;23 671;17744;1802;10;0;0;0;1298;22795
2023-08-08;23;18071;3253;5969;22302;22 302;16333;1738;14;0;0;0;1282;0
2023-08-08;24;16557;2980;7436;22302;22 302;14866;1691;13;0;0;0;1187;0
2023-08-09;01;16356;2944;7622;22302;22 302;14680;1676;14;0;0;0;1170;0
2023-08-09;02;16221;2920;7758;22302;22 302;14544;1677;16;0;0;0;1166;0
2023-08-09;03;15944;2870;8026;22302;22 302;14276;1668;14;0;0;0;1146;0
2023-08-09;04;15974;2875;8002;22302;22 302;14300;1674;21;0;0;0;1155;0
2023-08-09;05;16038;2887;7940;22302;22 302;14362;1677;16;1;0;0;1158;0
2023-08-09;06;16233;2922;7888;22302;22 302;14414;1819;14;309;0;0;1296;0
2023-08-09;07;16792;3023;7511;22302;22 302;14791;2001;11;686;0;0;1489;0
2023-08-09;08;18290;3292;6288;22302;22 302;16014;2276;7;1250;0;0;1812;22795
2023-08-09;09;19182;3453;5708;22353;22 353;16645;2537;2;1793;0;0;2083;22795
2023-08-09;10;19598;3528;5708;22497;22 497;16789;2809;3;2213;0;0;2294;22795
2023-08-09;11;19586;3525;5719;22302;22 302;16583;3003;3;2555;0;0;2449;22795
2023-08-09;12;19827;3569;5708;22360;22 360;16652;3175;3;2767;0;0;2551;22795
2023-08-09;13;19663;3539;5868;22302;22 302;16434;3228;5;2890;0;0;2597;22795
2023-08-09;14;19625;3533;5803;22302;22 302;16499;3126;11;2789;0;0;2550;22795
2023-08-09;15;19502;3510;5732;22302;22 302;16570;2932;12;2515;0;0;2420;22795
2023-08-09;16;19453;3502;5708;22444;22 444;16736;2717;19;2104;0;0;2236;22795
2023-08-09;17;19379;3488;5708;22630;22 630;16923;2456;15;1578;0;0;1991;22795
2023-08-09;18;19429;3497;5708;22945;22 945;17238;2191;11;1002;0;0;1732;22795
2023-08-09;19;19457;3502;5708;23201;23 201;17493;1964;8;467;0;0;1497;22795
2023-08-09;20;19543;3518;5708;23396;23 396;17689;1855;13;158;0;0;1371;22795
2023-08-09;21;19921;3586;5708;23837;23 837;18129;1792;12;0;0;0;1315;22795
2023-08-09;22;19645;3536;5708;23570;23 570;17862;1783;15;0;0;0;1314;22795
2023-08-09;23;18167;3270;5879;22302;22 302;16423;1744;29;0;0;0;1303;0
2023-08-09;24;16654;2998;7357;22302;22 302;14945;1709;30;0;0;0;1211;0
2023-08-10;01;16356;2944;7616;22302;22 302;14686;1670;25;0;0;0;1176;0
2023-08-10;02;16313;2936;7653;22302;22 302;14649;1664;20;0;0;0;1169;0
2023-08-10;03;16035;2886;7926;22302;22 302;14376;1659;21;0;0;0;1153;0
2023-08-10;04;16035;2886;7926;22302;22 302;14376;1659;21;0;0;0;1154;0
2023-08-10;05;16048;2889;7920;22302;22 302;14382;1665;22;1;0;0;1160;0
2023-08-10;06;16234;2922;7870;22302;22 302;14432;1802;19;305;0;0;1294;0
2023-08-10;07;16796;3023;7488;22302;22 302;14814;1981;19;677;0;0;1486;0
2023-08-10;08;18200;3276;6348;22302;22 302;15954;2246;4;1245;0;0;1794;22795
2023-08-10;09;19086;3435;5745;22302;22 302;16557;2529;2;1798;0;0;2076;22795
2023-08-10;10;19408;3493;5663;22302;22 302;16639;2769;5;2222;0;0;2288;22795
2023-08-10;11;19573;3523;5712;22302;22 302;16590;2983;9;2577;0;0;2455;22795
2023-08-10;12;19629;3533;5847;22302;22 302;16455;3174;12;2792;0;0;2555;22795
2023-08-10;13;19742;3554;5815;22302;22 302;16487;3255;13;2913;0;0;2614;22795
2023-08-10;14;19711;3548;5767;22302;22 302;16535;3175;15;2801;0;0;2564;22795
2023-08-10;15;19590;3526;5663;22339;22 339;16675;2914;17;2522;0;0;2424;22795
2023-08-10;16;19537;3517;5663;22491;22 491;16827;2710;25;2119;0;0;2245;22795
2023-08-10;17;19377;3488;5663;22579;22 579;16916;2461;31;1582;0;0;2007;22795
2023-08-10;18;19426;3497;5663;22890;22 890;17227;2199;28;1006;0;0;1750;22795
2023-08-10;19;19548;3519;5663;23247;23 247;17584;1965;26;469;0;0;1513;22795
2023-08-10;20;19636;3534;5663;23450;23 450;17787;1849;22;158;0;0;1378;22795
2023-08-10;21;20106;3619;5663;23960;23 960;18297;1809;26;0;0;0;1329;22795
2023-08-10;22;19738;3553;5663;23597;23 597;17934;1804;23;0;0;0;1324;22795
2023-08-10;23;18443;3320;5663;22381;22 381;16718;1725;19;0;0;0;1299;0
2023-08-10;24;16930;3047;7067;22302;22 302;15235;1695;19;0;0;0;1213;0
2023-08-11;01;16612;2990;7347;22302;22 302;14955;1657;19;0;0;0;1182;0
2023-08-11;02;16497;2969;7467;22302;22 302;14835;1662;25;0;0;0;1181;0
2023-08-11;03;16234;2922;7732;22302;22 302;14570;1663;32;0;0;0;1172;0
2023-08-11;04;16219;2919;7744;22302;22 302;14558;1661;31;0;0;0;1170;0
2023-08-11;05;16405;2953;7567;22302;22 302;14735;1670;33;1;0;0;1185;0
2023-08-11;06;16597;2987;7516;22302;22 302;14786;1811;31;312;0;0;1324;0
2023-08-11;07;17018;3063;7281;22302;22 302;15021;1997;28;690;0;0;1510;0
2023-08-11;08;18374;3307;6190;22302;22 302;16112;2262;11;1260;0;0;1816;22795
2023-08-11;09;19173;3451;5890;22528;22 528;16638;2535;3;1806;0;0;2074;22795
2023-08-11;10;19498;3510;5890;22608;22 608;16718;2780;8;2223;0;0;2285;22795
2023-08-11;11;19575;3523;5890;22453;22 453;16563;3011;12;2572;0;0;2454;22795
2023-08-11;12;19630;3533;5890;22313;22 313;16423;3207;11;2789;0;0;2561;22795
2023-08-11;13;19567;3522;5977;22302;22 302;16325;3242;9;2895;0;0;2599;22795
2023-08-11;14;19438;3499;6003;22302;22 302;16299;3139;8;2794;0;0;2542;22795
2023-08-11;15;19231;3462;5991;22302;22 302;16311;2920;9;2503;0;0;2399;22795
2023-08-11;16;19087;3436;5920;22302;22 302;16382;2706;16;2100;0;0;2220;22795
2023-08-11;17;19108;3439;5890;22544;22 544;16654;2453;22;1569;0;0;1985;22795
2023-08-11;18;19247;3464;5890;22934;22 934;17044;2203;25;998;0;0;1735;22795
2023-08-11;19;19366;3486;5890;23301;23 301;17411;1954;17;466;0;0;1493;22795
2023-08-11;20;19452;3501;5890;23504;23 504;17614;1838;15;159;0;0;1361;22795
2023-08-11;21;19830;3569;5890;23874;23 874;17985;1846;21;0;0;0;1321;22795
2023-08-11;22;19094;3437;5890;23158;23 158;17268;1826;30;0;0;0;1324;22795
2023-08-11;23;17616;3171;6460;22302;22 302;15842;1774;46;0;0;0;1292;0
2023-08-11;24;16536;2976;7508;22302;22 302;14794;1741;56;0;0;0;1231;0
2023-08-12;01;15204;2737;8809;22302;22 302;13493;1712;57;0;0;0;1150;0
2023-08-12;02;14762;2657;9241;22302;22 302;13061;1702;48;0;0;0;1120;0
2023-08-12;03;14753;2656;9241;22302;22 302;13061;1693;47;0;0;0;1114;0
2023-08-12;04;14730;2651;9241;22302;22 302;13061;1670;25;0;0;0;1092;0
2023-08-12;05;14729;2651;9241;22302;22 302;13061;1669;18;1;0;0;1089;0
2023-08-12;06;14858;2674;9254;22302;22 302;13048;1811;17;312;0;0;1226;0
2023-08-12;07;15059;2711;9241;22302;22 302;13061;1999;18;689;0;0;1405;0
2023-08-12;08;15345;2762;9241;22302;22 302;13061;2284;8;1255;0;0;1665;0
2023-08-12;09;15873;2857;8970;22302;22 302;13332;2541;3;1786;0;0;1916;0
2023-08-12;10;16377;2948;8786;22392;22 392;13606;2771;4;2213;0;0;2134;0
2023-08-12;11;16633;2994;8786;22410;22 410;13624;3009;8;2570;0;0;2307;0
2023-08-12;12;16593;2987;8934;22302;22 302;13368;3225;11;2792;0;0;2415;0
2023-08-12;13;16619;2992;8927;22302;22 302;13375;3244;12;2903;0;0;2460;0
2023-08-12;14;16219;2919;9215;22302;22 302;13087;3133;14;2792;0;0;2386;0
2023-08-12;15;15991;2878;9241;22302;22 302;13061;2931;20;2523;0;0;2256;0
2023-08-12;16;15774;2839;9241;22302;22 302;13061;2713;23;2104;0;0;2063;0
2023-08-12;17;15885;2859;8888;22302;22 302;13414;2472;23;1574;0;0;1840;0
2023-08-12;18;16208;2917;8786;22799;22 799;14013;2195;6;1004;0;0;1575;0
2023-08-12;19;16513;2972;8786;23348;23 348;14562;1951;9;468;0;0;1341;0
2023-08-12;20;16692;3005;8786;23644;23 644;14858;1834;9;159;0;0;1210;0
2023-08-12;21;16795;3023;8786;23776;23 776;14990;1805;17;0;0;0;1166;0
2023-08-12;22;16703;3006;8786;23674;23 674;14888;1815;20;0;0;0;1168;0
