Doba;Godzina;Prognozowane zapotrzebowanie sieci;Wymagana rezerwa mocy OSP;Nadwy¿ka mocy dostêpna dla OSP (7) + (9) - [(3) - (12)] - (13);Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB;Moc dyspozycyjna JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB dostêpna dla OSP;Przewidywana generacja JW i magazynów energii œwiadcz¹cych us³ugi bilansuj¹ce w ramach RB (3) - (9) - (12);Prognozowana generacja JW i magazynów energii nie œwiadcz¹cych us³ug bilansuj¹cych w ramach RB;Prognozowana sumaryczna generacja Ÿróde³ wiatrowych;Prognozowana sumaryczna generacja Ÿróde³ fotowoltaicznych;Planowane saldo wymiany miêdzysystemowej;Prognozowana wielkoœæ niedyspozycyjnoœci wynikaj¹ca z ograniczeñ sieciowych wystêpuj¹cych w sieci przesy³owej oraz sieci dystrybucyjnej w zakresie dostarczania energii elektrycznej;Przewidywana generacja zasobów wytwórczych nieobjêtych obowi¹zkami mocowymi;Obowi¹zki mocowe wszystkich jednostek rynku mocy
2023-10-04;12;20631;3714;3997;21440;21 440;17443;3188;9;1895;0;0;2378;23510
2023-10-04;13;20648;3717;3936;21440;21 440;17504;3144;10;1858;0;0;2350;23510
2023-10-04;14;20781;3741;3723;21492;21 492;17769;3011;8;1622;0;0;2245;23510
2023-10-04;15;20748;3735;3723;21579;21 579;17856;2892;9;1353;0;0;2130;23510
2023-10-04;16;20717;3729;3723;21710;21 710;17987;2730;8;916;0;0;1954;23510
2023-10-04;17;20812;3746;3723;21954;21 954;18232;2580;11;421;0;0;1769;23510
2023-10-04;18;21032;3786;3723;22241;22 241;18518;2514;21;40;0;0;1655;23510
2023-10-04;19;21800;3924;3723;22888;22 888;19165;2635;39;0;0;0;1707;23510
2023-10-04;20;22363;4025;3652;23101;23 101;19449;2915;49;0;0;0;1787;23510
2023-10-04;21;21531;3876;3723;22459;22 459;18736;2795;50;0;0;0;1768;23510
2023-10-04;22;20239;3643;3955;21440;21 440;17485;2755;57;0;0;0;1758;23510
2023-10-04;23;18742;3374;5449;21440;21 440;15991;2751;55;0;0;0;1694;0
2023-10-04;24;17693;3185;6481;21440;21 440;14959;2733;44;0;0;0;1624;0
2023-10-05;01;17598;3168;6542;21440;21 440;14898;2700;31;0;0;0;1595;0
2023-10-05;02;17102;3078;7065;21440;21 440;14375;2727;28;0;0;0;1585;0
2023-10-05;03;16829;3029;7355;21440;21 440;14085;2743;22;0;0;0;1575;0
2023-10-05;04;16872;3037;7322;21440;21 440;14118;2753;18;0;0;0;1578;0
2023-10-05;05;17195;3095;7012;21440;21 440;14428;2767;12;0;0;0;1598;0
2023-10-05;06;17472;3145;6721;21440;21 440;14719;2753;10;0;0;0;1602;0
2023-10-05;07;19197;3456;4971;21440;21 440;16469;2729;11;38;0;0;1687;0
2023-10-05;08;20420;3676;3874;21440;21 440;17566;2855;9;470;0;0;1902;23510
2023-10-05;09;20815;3747;3798;21627;21 627;17829;2986;8;914;0;0;2066;23510
2023-10-05;10;20730;3731;3849;21440;21 440;17591;3138;4;1392;0;0;2240;23510
2023-10-05;11;20556;3700;4109;21440;21 440;17331;3225;4;1706;0;0;2343;23510
2023-10-05;12;20724;3730;3988;21440;21 440;17452;3272;7;1892;0;0;2412;23510
2023-10-05;13;20740;3733;3944;21440;21 440;17496;3243;10;1856;0;0;2392;23510
2023-10-05;14;20783;3741;3798;21482;21 482;17684;3099;7;1614;0;0;2279;23510
2023-10-05;15;20654;3718;3798;21469;21 469;17670;2984;8;1353;0;0;2164;23510
2023-10-05;16;20717;3729;3798;21718;21 718;17920;2797;6;914;0;0;1975;23510
2023-10-05;17;20811;3746;3798;21991;21 991;18193;2618;6;420;0;0;1778;23510
2023-10-05;18;21031;3786;3798;22304;22 304;18505;2526;11;39;0;0;1652;23510
2023-10-05;19;21708;3907;3798;22881;22 881;19083;2625;21;0;0;0;1692;23510
2023-10-05;20;22364;4025;3639;23107;23 107;19468;2896;27;0;0;0;1772;23510
2023-10-05;21;21531;3876;3798;22483;22 483;18684;2847;43;0;0;0;1771;23510
2023-10-05;22;20240;3643;3939;21440;21 440;17501;2739;54;0;0;0;1757;23510
2023-10-05;23;18808;3385;5374;21440;21 440;16066;2741;55;0;0;0;1695;0
2023-10-05;24;17520;3154;6649;21440;21 440;14791;2729;59;0;0;0;1624;0
2023-10-06;01;17734;3192;6405;21440;21 440;15035;2699;58;0;0;0;1618;0
2023-10-06;02;17201;3096;6965;21440;21 440;14475;2725;55;0;0;0;1604;0
2023-10-06;03;16868;3036;7319;21440;21 440;14121;2747;56;0;0;0;1598;0
2023-10-06;04;16881;3039;7311;21440;21 440;14129;2752;49;0;0;0;1595;0
2023-10-06;05;17290;3112;6916;21440;21 440;14524;2766;45;0;0;0;1620;0
2023-10-06;06;17520;3154;6665;21440;21 440;14775;2746;42;0;0;0;1621;0
2023-10-06;07;19189;3454;4966;21440;21 440;16474;2715;40;38;0;0;1697;0
2023-10-06;08;20423;3676;3904;21495;21 495;17592;2832;28;470;0;0;1899;23510
2023-10-06;09;20819;3747;3904;21765;21 765;17861;2957;12;913;0;0;2046;23510
2023-10-06;10;20824;3748;3904;21624;21 624;17720;3104;11;1396;0;0;2224;23510
2023-10-06;11;20643;3716;3998;21440;21 440;17442;3202;17;1721;0;0;2348;23510
2023-10-06;12;20714;3729;4022;21440;21 440;17418;3296;17;1914;0;0;2423;23510
2023-10-06;13;20733;3732;3963;21440;21 440;17477;3256;17;1873;0;0;2399;23510
2023-10-06;14;20684;3723;3904;21454;21 454;17551;3133;19;1632;0;0;2290;23510
2023-10-06;15;20559;3701;3904;21496;21 496;17592;2967;13;1362;0;0;2158;23510
2023-10-06;16;20441;3679;3904;21555;21 555;17651;2791;15;916;0;0;1972;23510
2023-10-06;17;20536;3696;3904;21825;21 825;17921;2615;15;421;0;0;1775;23510
2023-10-06;18;20849;3753;3904;22251;22 251;18347;2502;15;40;0;0;1639;23510
2023-10-06;19;21526;3875;3904;22860;22 860;18956;2569;15;0;0;0;1659;23510
2023-10-06;20;21997;3959;3901;23077;23 077;19176;2821;18;0;0;0;1722;23510
2023-10-06;21;21349;3843;3904;22500;22 500;18596;2753;21;0;0;0;1716;23510
2023-10-06;22;19874;3577;4208;21440;21 440;17232;2642;23;0;0;0;1686;23510
2023-10-06;23;18469;3324;5621;21440;21 440;15819;2650;21;0;0;0;1628;0
2023-10-06;24;17420;3136;6665;21440;21 440;14775;2645;21;0;0;0;1568;0
2023-10-07;01;16552;2979;6883;20800;20 800;13917;2634;19;0;0;0;1512;0
2023-10-07;02;16587;2986;6883;20800;20 800;13917;2670;18;0;0;0;1531;0
2023-10-07;03;16614;2990;6883;20800;20 800;13917;2696;22;0;0;0;1546;0
2023-10-07;04;16575;2983;6934;20800;20 800;13866;2709;22;0;0;0;1548;0
2023-10-07;05;16644;2996;6883;20800;20 800;13917;2727;21;0;0;0;1560;0
2023-10-07;06;16640;2995;6883;20800;20 800;13917;2723;22;0;0;0;1557;0
2023-10-07;07;16557;2980;6962;20800;20 800;13838;2719;19;38;0;0;1557;0
2023-10-07;08;16841;3031;6836;20800;20 800;13964;2877;13;465;0;0;1732;0
2023-10-07;09;17513;3152;6368;20850;20 850;14483;3030;4;907;0;0;1920;0
2023-10-07;10;17790;3202;6368;20940;20 940;14572;3217;9;1395;0;0;2120;0
2023-10-07;11;17884;3219;6368;20921;20 921;14553;3331;7;1722;0;0;2252;0
2023-10-07;12;17865;3216;6368;20853;20 853;14485;3380;11;1912;0;0;2324;0
2023-10-07;13;17791;3202;6399;20800;20 800;14401;3390;28;1873;0;0;2317;0
2023-10-07;14;17649;3177;6428;20800;20 800;14372;3277;37;1632;0;0;2214;0
2023-10-07;15;17153;3088;6808;20800;20 800;13992;3161;38;1366;0;0;2080;0
2023-10-07;16;17124;3082;6665;20800;20 800;14135;2989;43;925;0;0;1905;0
2023-10-07;17;17314;3116;6368;20897;20 897;14529;2784;29;426;0;0;1705;0
2023-10-07;18;17813;3206;6368;21520;21 520;15153;2660;23;40;0;0;1558;0
2023-10-07;19;18950;3411;6074;22290;22 290;16216;2733;35;0;0;0;1603;0
2023-10-07;20;19421;3496;5993;22426;22 426;16433;2988;41;0;0;0;1674;0
2023-10-07;21;18681;3363;6368;22128;22 128;15761;2920;47;0;0;0;1650;0
2023-10-07;22;17665;3180;6368;21221;21 221;14853;2812;56;0;0;0;1640;0
2023-10-07;23;16785;3021;6836;20800;20 800;13964;2821;62;0;0;0;1633;0
2023-10-07;24;16716;3009;6883;20800;20 800;13917;2798;51;0;0;0;1609;0
2023-10-08;01;14536;2617;9064;20800;20 800;11736;2801;40;0;0;0;1499;0
2023-10-08;02;14546;2618;9064;20800;20 800;11736;2810;32;0;0;0;1499;0
2023-10-08;03;14545;2618;9064;20800;20 800;11736;2810;28;0;0;0;1495;0
2023-10-08;04;14552;2619;9064;20800;20 800;11736;2816;23;0;0;0;1495;0
2023-10-08;05;14555;2620;9064;20800;20 800;11736;2819;19;0;0;0;1494;0
2023-10-08;06;14542;2617;9064;20800;20 800;11736;2806;11;0;0;0;1485;0
2023-10-08;07;14544;2618;9064;20800;20 800;11736;2809;12;38;0;0;1498;0
2023-10-08;08;14681;2643;9064;20800;20 800;11736;2946;16;472;0;0;1665;0
2023-10-08;09;14850;2673;9064;20800;20 800;11736;3115;18;918;0;0;1846;0
2023-10-08;10;15049;2709;9064;20800;20 800;11736;3314;9;1408;0;0;2050;0
2023-10-08;11;15330;2759;8887;20800;20 800;11913;3417;13;1735;0;0;2188;0
2023-10-08;12;15490;2788;8782;20800;20 800;12018;3472;18;1937;0;0;2270;0
2023-10-08;13;15508;2791;8752;20800;20 800;12048;3460;22;1899;0;0;2252;0
2023-10-08;14;15554;2800;8553;20800;20 800;12247;3308;19;1656;0;0;2143;0
2023-10-08;15;15342;2762;8633;20800;20 800;12167;3175;16;1381;0;0;2013;0
2023-10-08;16;15317;2757;8456;20800;20 800;12344;2973;12;931;0;0;1824;0
2023-10-08;17;15597;2807;8004;20800;20 800;12796;2800;14;430;0;0;1646;0
2023-10-08;18;16926;3047;7596;21808;21 808;14212;2714;21;40;0;0;1541;0
2023-10-08;19;18062;3251;7184;22414;22 414;15231;2831;32;0;0;0;1603;0
2023-10-08;20;18245;3284;7109;22303;22 303;15194;3050;35;0;0;0;1652;0
2023-10-08;21;17589;3166;7596;22210;22 210;14614;2975;40;0;0;0;1615;0
2023-10-08;22;16662;2999;7454;21256;21 256;13801;2861;51;0;0;0;1610;0
2023-10-08;23;16019;2883;7708;20856;20 856;13149;2871;65;0;0;0;1616;0
2023-10-08;24;15175;2731;8475;20800;20 800;12325;2849;68;0;0;0;1562;0
2023-10-09;01;15549;2799;8111;20800;20 800;12689;2860;58;0;0;0;1581;0
2023-10-09;02;15191;2734;8491;20800;20 800;12309;2881;54;0;0;0;1572;0
2023-10-09;03;15112;2720;8583;20800;20 800;12217;2895;56;0;0;0;1573;0
2023-10-09;04;15273;2749;8439;20800;20 800;12361;2912;56;0;0;0;1587;0
2023-10-09;05;15826;2849;7904;20800;20 800;12896;2930;57;0;0;0;1623;0
2023-10-09;06;16422;2956;7305;20800;20 800;13495;2927;56;0;0;0;1651;0
2023-10-09;07;18656;3358;5054;20800;20 800;15746;2910;51;38;0;0;1765;0
2023-10-09;08;20071;3613;3728;20800;20 800;17072;2999;40;469;0;0;1970;23510
2023-10-09;09;20754;3736;3271;20909;20 909;17638;3116;29;909;0;0;2150;23510
2023-10-09;10;20594;3707;3498;20800;20 800;17302;3292;21;1389;0;0;2332;23510
2023-10-09;11;20692;3725;3501;20800;20 800;17299;3393;20;1711;0;0;2454;23510
2023-10-09;12;20676;3722;3604;20800;20 800;17196;3480;23;1902;0;0;2525;23510
2023-10-09;13;20688;3724;3545;20800;20 800;17255;3433;26;1874;0;0;2506;23510
2023-10-09;14;20732;3732;3394;20840;20 840;17447;3285;19;1629;0;0;2389;23510
2023-10-09;15;20611;3710;3394;20839;20 839;17445;3166;22;1357;0;0;2277;23510
2023-10-09;16;20677;3722;3271;20957;20 957;17686;2991;14;913;0;0;2093;23510
2023-10-09;17;20952;3771;3312;21443;21 443;18131;2822;14;421;0;0;1897;23510
2023-10-09;18;21450;3861;3340;22061;22 061;18721;2729;13;40;0;0;1766;23510
2023-10-09;19;22218;3999;3022;22374;22 374;19352;2866;16;0;0;0;1817;23510
2023-10-09;20;22397;4031;2892;22241;22 241;19349;3048;20;0;0;0;1858;23510
2023-10-09;21;21191;3814;3340;21590;21 590;18250;2941;25;0;0;0;1817;23510
2023-10-09;22;19805;3565;3820;20800;20 800;16980;2825;24;0;0;0;1771;23510
2023-10-09;23;18485;3327;5141;20800;20 800;15659;2826;26;0;0;0;1710;0
2023-10-09;24;17337;3121;6268;20800;20 800;14532;2806;24;0;0;0;1635;0
2023-10-10;01;17667;3180;5937;20800;20 800;14863;2803;21;0;0;0;1644;0
2023-10-10;02;17299;3114;6319;20800;20 800;14481;2818;21;0;0;0;1632;0
2023-10-10;03;16931;3048;6700;20800;20 800;14100;2831;20;0;0;0;1619;0
2023-10-10;04;16940;3049;6702;20800;20 800;14098;2841;20;0;0;0;1622;0
2023-10-10;05;17299;3114;6357;20800;20 800;14443;2856;22;0;0;0;1648;0
2023-10-10;06;17801;3204;5850;20800;20 800;14950;2851;23;0;0;0;1671;0
2023-10-10;07;19477;3506;4155;20800;20 800;16645;2832;19;38;0;0;1752;0
2023-10-10;08;20800;3744;3047;20896;20 896;17849;2951;12;472;0;0;1963;23510
2023-10-10;09;21204;3817;3047;21158;21 158;18111;3092;9;911;0;0;2130;23510
2023-10-10;10;21126;3803;3047;20905;20 905;17858;3268;5;1395;0;0;2326;23510
2023-10-10;11;20859;3755;3356;20800;20 800;17444;3414;4;1719;0;0;2449;23510
2023-10-10;12;20844;3752;3471;20800;20 800;17329;3515;5;1909;0;0;2523;23510
2023-10-10;13;20953;3772;3279;20800;20 800;17521;3432;6;1872;0;0;2501;23510
2023-10-10;14;20905;3763;3203;20800;20 800;17597;3308;7;1632;0;0;2398;23510
2023-10-10;15;20776;3740;3213;20800;20 800;17587;3190;10;1365;0;0;2282;23510
2023-10-10;16;20931;3767;3047;20961;20 961;17915;3016;13;923;0;0;2106;23510
2023-10-10;17;21025;3784;3047;21234;21 234;18187;2838;18;424;0;0;1908;23510
2023-10-10;18;21336;3840;3047;21665;21 665;18619;2717;21;40;0;0;1767;23510
2023-10-10;19;22286;4011;2885;22370;22 370;19485;2801;27;0;0;0;1796;23510
2023-10-10;20;22384;4029;2871;22248;22 248;19377;3007;32;0;0;0;1846;23510
2023-10-10;21;21642;3896;3047;21820;21 820;18773;2870;30;0;0;0;1811;23510
2023-10-10;22;20173;3631;3443;20800;20 800;17357;2817;29;0;0;0;1787;23510
2023-10-10;23;18762;3377;4835;20800;20 800;15965;2797;23;0;0;0;1712;0
2023-10-10;24;17615;3171;5950;20800;20 800;14850;2765;17;0;0;0;1630;0
2023-10-11;01;17731;3192;5817;20800;20 800;14983;2748;12;0;0;0;1620;0
2023-10-11;02;17388;3130;6174;20800;20 800;14626;2762;13;0;0;0;1609;0
2023-10-11;03;17021;3064;6563;20800;20 800;14237;2784;20;0;0;0;1603;0
2023-10-11;04;17039;3067;6556;20800;20 800;14244;2794;21;0;0;0;1609;0
2023-10-11;05;17391;3130;6222;20800;20 800;14578;2813;28;0;0;0;1639;0
2023-10-11;06;17796;3203;5817;20800;20 800;14983;2813;38;0;0;0;1663;0
2023-10-11;07;19494;3509;4113;20800;20 800;16687;2807;49;38;0;0;1760;0
2023-10-11;08;20801;3744;3012;20909;20 909;17897;2904;30;467;0;0;1955;23510
2023-10-11;09;21295;3833;3091;21331;21 331;18240;3054;34;908;0;0;2129;23510
2023-10-11;10;21214;3819;3078;21045;21 045;17967;3247;21;1393;0;0;2323;23510
2023-10-11;11;20943;3770;3233;20800;20 800;17567;3377;16;1723;0;0;2450;23510
2023-10-11;12;20932;3768;3341;20800;20 800;17459;3474;20;1901;0;0;2520;23510
2023-10-11;13;21044;3788;3215;20831;20 831;17616;3428;24;1862;0;0;2504;23510
2023-10-11;14;20809;3746;3288;20800;20 800;17512;3297;18;1627;0;0;2385;23510
2023-10-11;15;20776;3740;3215;20831;20 831;17616;3159;29;1360;0;0;2279;23510
2023-10-11;16;20933;3768;3029;20974;20 974;17945;2988;29;916;0;0;2104;23510
2023-10-11;17;20935;3768;3091;21213;21 213;18122;2813;23;421;0;0;1900;23510
2023-10-11;18;21340;3841;3091;21725;21 725;18634;2705;23;40;0;0;1764;23510
2023-10-11;19;22289;4012;3079;22594;22 594;19515;2774;29;0;0;0;1803;23510
2023-10-11;20;22572;4063;3078;22682;22 682;19604;2969;39;0;0;0;1858;23510
2023-10-11;21;21556;3880;3091;21781;21 781;18690;2866;38;0;0;0;1840;23510
2023-10-11;22;20174;3631;3806;21158;21 158;17352;2822;27;0;0;0;1790;23510
2023-10-11;23;18828;3389;5150;21158;21 158;16008;2820;27;0;0;0;1728;0
2023-10-11;24;17748;3195;6214;21158;21 158;14944;2804;26;0;0;0;1660;0
2023-10-12;01;17756;3196;6188;21158;21 158;14970;2786;24;0;0;0;1643;0
2023-10-12;02;17387;3130;6570;21158;21 158;14588;2799;20;0;0;0;1628;0
2023-10-12;03;17020;3064;6959;21158;21 158;14199;2821;20;0;0;0;1618;0
2023-10-12;04;17035;3066;6960;21158;21 158;14198;2837;19;0;0;0;1625;0
2023-10-12;05;17299;3114;6715;21158;21 158;14443;2855;18;0;0;0;1646;0
2023-10-12;06;17723;3190;6288;21158;21 158;14870;2853;21;0;0;0;1666;0
2023-10-12;07;19303;3475;4696;21158;21 158;16462;2841;19;38;0;0;1746;0
2023-10-12;08;20710;3728;3433;21166;21 166;17733;2977;19;466;0;0;1974;23510
2023-10-12;09;21204;3817;3433;21503;21 503;18070;3134;20;904;0;0;2152;23510
2023-10-12;10;21123;3802;3433;21236;21 236;17802;3321;10;1389;0;0;2347;23510
2023-10-12;11;20945;3770;3659;21158;21 158;17499;3446;8;1716;0;0;2468;23510
2023-10-12;12;21020;3784;3663;21158;21 158;17495;3526;13;1904;0;0;2544;23510
2023-10-12;13;20944;3770;3696;21158;21 158;17462;3482;13;1872;0;0;2518;23510
2023-10-12;14;20990;3778;3509;21158;21 158;17649;3341;11;1627;0;0;2414;23510
2023-10-12;15;20955;3772;3433;21161;21 161;17728;3227;9;1361;0;0;2303;23510
2023-10-12;16;21111;3800;3433;21491;21 491;18058;3053;7;918;0;0;2117;23510
2023-10-12;17;21115;3801;3433;21673;21 673;18240;2875;7;423;0;0;1918;23510
2023-10-12;18;21429;3857;3433;22103;22 103;18670;2759;10;40;0;0;1779;23510
2023-10-12;19;22286;4012;3320;22764;22 764;19444;2842;17;0;0;0;1805;23510
2023-10-12;20;22478;4046;3184;22594;22 594;19410;3069;22;0;0;0;1866;23510
2023-10-12;21;21462;3863;3433;21970;21 970;18537;2925;27;0;0;0;1834;23510
2023-10-12;22;20264;3647;3751;21158;21 158;17407;2857;26;0;0;0;1806;23510
2023-10-12;23;18825;3389;5178;21158;21 158;15980;2845;29;0;0;0;1739;0
